ChemIndex	InChIKey	CASRN	CanonicalSMILES
189	SEYRXDZRMMBRMJ-QFIPXVFZSA-N	None	ClCCN(CCCl)c1ccc(NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)OCc3ccccc3)cc1
190	MOSHIHWHLNKPIY-UHFFFAOYSA-N	None	CC1=CN2C(=O)C3=C(NC4=C(C3c5ccc(cc5)[N+](=O)[O-])C(=O)CC(C)(C)C4)N=C2N1N
191	AUNRPCRRCFPQJS-UHFFFAOYSA-N	None	CCOc1ccccc1C2CN=C(NC(=O)OC)N2
192	OKFGRXMYBKUIKX-UHFFFAOYSA-N	None	CCC(=O)Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N
193	VSGNGLJPOGUDON-UHFFFAOYSA-N	115-78-6	C1=CC(=CC=C1C(CN)CP(=O)(O)O)Cl
194	JFQJKOGBWJXIQK-UHFFFAOYSA-N	None	CCOC(=O)c1nn(c2ccc(Cl)cc2)c(c1C)c3ccc(OC)cc3OC
195	WOYWLLHHWAMFCB-UHFFFAOYSA-N	103-09-3	CCCCC(CC)COC(=O)C
196	PWNMXPDKBYZCOO-UHFFFAOYSA-N	None	CC1SC2=C(C(=O)O)C(=O)c3cc(F)c(cc3N12)N4CCN(CC5=C(C)OC(=O)O5)CC4
197	IKEVNWRVYCDTBR-UHFFFAOYSA-N	None	ClCCN(CCSSCCN(CCCl)N=O)N=O
198	FWKGAQNOJROOTN-UHFFFAOYSA-N	None	Fc1c(F)c(C#N)c(Cl)c(F)c1C#N
199	GZFGOTFRPZRKDS-UHFFFAOYSA-N	106-41-2	C1=CC(=CC=C1O)Br
200	GATVIKZLVQHOMN-UHFFFAOYSA-N	124-48-1	C(Cl)(Br)Br
201	AGOYDEPGAOXOCK-AVDMLEEESA-N	81103-11-9	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
202	VWLNCCWTZXUFTM-WCWDXBQESA-N	None	COc1c(C(=O)O)c(O)c(N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3)c4occc14
203	BGQXKZRKKPYQFP-KPOBHBOGSA-N	None	COc1cc2[C@H]3NCCC[C@H]3[C@@H](c4ccccc4)c2cc1OC
204	ZONJMBRDNQWSRD-VLTGDTDDSA-N	None	Cl.NCC1C[C@]1(C(=O)N)c2ccccc2
205	REYJJPSVUYRZGE-UHFFFAOYSA-N	124-30-1	CCCCCCCCCCCCCCCCCCN
206	ZUOUZKKEUPVFJK-UHFFFAOYSA-N	92-52-4	C1=CC=C(C=C1)C2=CC=CC=C2
207	ISVQSVPUDBVFFU-UHFFFAOYSA-N	14255-88-0	C1=CC=C(C=C1)OC(=O)N2C3=CC(=C(C=C3N=C2C(F)(F)F)Cl)Cl
208	OONVLKOVKGRXFV-UHFFFAOYSA-N	None	CN(C)c1ccc(cc1)C2C(Cl)C(=O)N2c3nnc(Cn4c5ccccc5c6ccccc46)s3
209	USRBZNLQBVIVDK-UHFFFAOYSA-N	None	COC(=O)C(NCCNC(C(=O)OC)c1ccccc1O)c2ccccc2O
210	HJXMNVQARNZTEE-UHFFFAOYSA-N	None	CCCCC1OC(=O)c2ccccc12
211	XDNBJTQLKCIJBV-UHFFFAOYSA-N	115-90-2	CCOP(=S)(OCC)OC1=CC=C(C=C1)S(=O)C
212	DOCLKAQOQGPDDM-UHFFFAOYSA-N	None	ClCCCCS(=O)(=O)c1c(Cl)c(Cl)c(C#N)c(Cl)c1Cl
213	PHIQHXFUZVPYII-UHFFFAOYSA-N	541-15-1	C[N+](C)(C)CC(CC(=O)[O-])O
214	QQQYTWIFVNKMRW-UHFFFAOYSA-N	35367-38-5	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F
215	DOBIFPAPHINPNF-UHFFFAOYSA-N	None	Br.CCC(=O)SCCNC(=O)CN
216	DPNNNPAKRZOSMO-UHFFFAOYSA-K	120066-54-8	CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3]
217	KLZUFWVZNOTSEM-UHFFFAOYSA-K	7784-18-1	F[Al](F)F
218	MZSAEHFELCMEHT-UHFFFAOYSA-N	None	CC(=O)N1C(=O)OC(=C1c2ccc(F)cc2)CCN3CCN(CC3)c4cc(Cl)cc(Cl)c4
219	OJSNRQJWQXFBGJ-UHFFFAOYSA-N	None	CNc1c(F)c(C#N)c(F)c(F)c1C#N
220	KXSOMYMRSHILBL-UHFFFAOYSA-N	None	Cl.CN1CC2(CCCC1C2)c3ccccc3
221	XWPCYYOZOJKYKQ-UHFFFAOYSA-N	None	ClCCN(N=O)C(=O)NCCSSCCNC(=O)N(CCCl)N=O
222	UFRZHVGLHFWDHO-UHFFFAOYSA-N	None	Cl.Cl.NCCCNCCSC(=N)c1cccnc1
223	GEMOZBRLCYBKFG-UHFFFAOYSA-N	None	Cc1ccc(NC(=O)c2c(N3CCCC3=O)c(C#N)c4CCCn24)cc1
224	BZRCFDYVCQYRNJ-UHFFFAOYSA-N	None	N#Cc1c(nn(c2ccccc2)c1c3ccccc3)c4nnc(c5ccccc5)c6nn(cc46)c7ccccc7
225	JYWKEVKEKOTYEX-UHFFFAOYSA-N	None	ClN=C1C=C(Br)C(=O)C(=C1)Br
226	LTTZJZRYQIZHPN-UHFFFAOYSA-N	None	Cl.CCCCN1CC2CC(C1)CN(C2)C(=O)c3ccccc3
227	PWWVAXIEGOYWEE-UHFFFAOYSA-N	60-87-7	CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
228	WKRZBFPZOQOGCX-UHFFFAOYSA-N	None	COc1ccc(cc1C)c2nc3c4ccccc4ccc3n2C
229	JFDZBHWFFUWGJE-UHFFFAOYSA-N	100-47-0	C1=CC=C(C=C1)C#N
230	HFBHVAHHJGXCMR-YMILTQATSA-N	None	CC(=O)OC[C@H]1O[C@@H](OC(=O)C)[C@H](NC(=O)CBr)[C@@H](OC(=O)C)[C@H]1OC(=O)C
231	QKLILTUAWBGWLI-UHFFFAOYSA-N	None	C(CCCn1c2ccccc2c3ccnc(c4cccnc4)c13)CCn5c6ccccc6c7ccnc(c8cccnc8)c57
232	AKWRNZCBURKSFQ-UHFFFAOYSA-N	None	CCCCCCCCCCCC(O)CC(=O)NC1C(O)C(O)C(CO)OC1OCCCN(CC(=O)O)C(=O)CC(O)CCCCCCCCCCC
233	ORTQZVOHEJQUHG-UHFFFAOYSA-L	7447-39-4	Cl[Cu]Cl
234	PQKGZXQVJKKBTK-JXVCHJLLSA-N	None	CCOC1C[C@@H]2[C@H]3CCCN4CCC[C@@H](CN2C(=O)C1)[C@@H]34
235	UOZODPSAJZTQNH-LSWIJEOBSA-N	None	NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
236	VOBHRQFELWTZFS-AWLRYRRCSA-K	915-67-3	C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])NN=C3C4=C(C=C(C=C4)S(=O)(=O)[O-])C=C(C3=O)S(=O)(=O)[O-].[Na+].[Na+].[Na+]
237	FGLBSLMDCBOPQK-UHFFFAOYSA-N	518-75-2	CC(C)[N+](=O)[O-]
238	DJHGAFSJWGLOIV-UHFFFAOYSA-L	7778-39-4	O[As](=O)([O-])[O-]
239	DJHGAFSJWGLOIV-UHFFFAOYSA-N	10048-95-0	O[As](=O)(O)O
240	SJFJHLIONMQPRS-UHFFFAOYSA-N	None	Cn1c(O)nnc1c2ccccc2Cl
241	XKFMBGWHHBCWCD-UHFFFAOYSA-N	None	C(Oc1cccnc1)C2CCN2
242	FGHNOHHQODQOOT-UHFFFAOYSA-N	None	O=C(CC(=O)Nc1nccs1)NN2C(=S)SC=C2c3ccccc3
243	CTQNGGLPUBDAKN-UHFFFAOYSA-N	1330-20-7	CC1=CC=CC=C1C
244	OLVMXZKTRMVIJY-HSBJIDIBSA-N	None	COC(=O)[C@@]12CO[C@H]3[C@@H](O)[C@](C)([C@@H]4[C@@H](O)OC[C@]4([C@H](C[C@H]1OC(=O)C)OC(=O)CC(C)C)[C@H]23)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O
245	SGPYLFWAQBAXCZ-HSQLSCFOSA-N	None	CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O
246	VHIAIDUNUBQPPZ-UHFFFAOYSA-N	None	CC(CCc1ccc(F)cc1)C(C)c2cc(O)c3C4=C(CCC(C)C4)C(C)(C)Oc3c2
247	BMCZWWUNCAMXQJ-UHFFFAOYSA-N	None	CCc1cc2C(=Nc3cc(F)ccc3Nc2s1)N4CCN(Cc5ccc(Cl)cc5)CC4
248	DAUCSSAUCMIBBR-UHFFFAOYSA-N	None	CN(Cc1cccc2cccnc12)Cc3nc4cc(ccc4[nH]3)[N+](=O)[O-]
249	CFBYEGUGFPZCNF-UHFFFAOYSA-N	91-23-6	COC1=CC=CC=C1[N+](=O)[O-]
250	NLUGUZJQJYVUHS-IDXDZYHTSA-N	None	C[C@@H]1CCOC(=O)\C=C\C=C/C(=O)O[C@@H]2C[C@H]3O[C@@H]4C=C(C)CC[C@]4(COC(=O)[C@H]1O)[C@]2(C)[C@]35CO5
251	SNGREZUHAYWORS-UHFFFAOYSA-N	335-67-1	C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
252	BJKDWGHYHWIQIM-UHFFFAOYSA-N	None	CCN1CCC2(C1)C(=O)Nc3ccccc23
253	AFDBSWDHUDGFNY-UHFFFAOYSA-N	None	CC(C)(C)NCC(O)c1sccc1Br
254	XFRVVPUIAFSTFO-UHFFFAOYSA-N	112-70-9	CCCCCCCCCCCCCO
255	SBVYINDKNJZCJY-UHFFFAOYSA-N	None	Cl.OC(Cn1ccnc1)c2ccc(cc2)C3CCCCC3
256	SZPHVEWNGAHVKS-UHFFFAOYSA-N	None	Oc1oc(CCN2CCN(CC2)c3cccc(Cl)c3)c(n1)c4ccc(F)cc4
257	DXGLGDHPHMLXJC-UHFFFAOYSA-N	131-57-7	COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O
258	ZPVDPSQRZGDIRI-UQKHFXBCSA-N	None	Cl.CC(C)OC(=O)[C@]1(CC1CN)c2ccc(C)cc2
259	XKJMBINCVNINCA-UHFFFAOYSA-N	330-55-2	CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC
260	QDTDKYHPHANITQ-UHFFFAOYSA-N	10042-76-9	CC(C)CCCCCCO
261	NRGWKXPKGOBGSH-UHFFFAOYSA-N	None	Cc1cc(O)c2C(=O)c3c(O)c(I)c(O)c(I)c3C(=O)c2c1
262	WKQHHBKGRLWVAY-QFHMQQKOSA-N	None	C[C@H](N)C(=O)NCCSSCCNC(=O)[C@@H](C)N.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F
263	QELSIJXWEROXOE-UHFFFAOYSA-N	None	[Cl-].[Cl-].NC(=O)c1cc[n+](COC[n+]2ccccc2\C=N\O)cc1
264	ONTIXLLIZWKSQB-UHFFFAOYSA-N	None	C=CCN(CC=C)P(=S)(N1CC1)N2CC2
265	GNHJRZWCDXRDDL-XWXSJHKHSA-N	None	CO[C@@H]1O[C@@H]2C[C@@H](C[C@@H]3N(C)CCc4c3n2c5ccc(O)cc45)/C/1=C\C
266	ZCFURLKVMXTVMO-UHFFFAOYSA-N	None	FC(F)(F)c1ccc2c(Nc3ccccc3C(=O)OCCN4CCN(CC4)c5cccc(Cl)c5)ccnc2c1
267	ZOMSMJKLGFBRBS-UHFFFAOYSA-N	25057-89-0	CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O
268	QBZZRUYNEOGHLW-YQHFOJDRSA-N	None	CNC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(OC)C(OC)C(=C23)OC)NC(=O)C
269	RSLNDYJKMKNRDV-UHFFFAOYSA-N	None	CSC1=NC2=C(C(C3=C(CC(C)(C)CC3Cl)N2)c4ccc(cc4)[N+](=O)[O-])C(=O)N1C
270	ILDQFGBFCPVRIF-JYJNAYRXSA-N	None	CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC=O)NC(=O)N(CCCl)N=O)C(=O)N
271	MVWHGTYKUMDIHL-UHFFFAOYSA-N	35065-27-1	C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl
272	NXXYKOUNUYWIHA-UHFFFAOYSA-N	576-26-1	CC1=C(C(=CC=C1)C)O
273	OTPSWLRZXRHDNX-UHFFFAOYSA-L	13463-41-7	C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2]
274	IDOLVBDMBNRNPT-UHFFFAOYSA-N	None	Nc1c2C(O)CCc2nc3ccccc13
275	SVYZOJWYLZMRGR-UHFFFAOYSA-N	None	COc1ccc(OCC2SCCN2C(=O)CSC(=O)C)cc1
276	DKKUYUYFZQFXER-QZTJIDSGSA-N	None	Brc1ccc(CCO[C@@H]2CCCC[C@H]2N3CCOCC3)cc1
277	WLVQMPYGRPPVGE-UHFFFAOYSA-N	None	Cl.CNCCc1c(C)c2cccc3CCc4ccccc4n1c23
278	ZLUZCAXUDQLHGM-UHFFFAOYSA-N	None	Cl.Nc1ccc(cc1)c2nc3ccc(cc3s2)C4=NCCN4
279	WVQBLGZPHOPPFO-UHFFFAOYSA-N	51218-45-2	CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C
280	UTMXFLLOSBJGIE-UHFFFAOYSA-N	None	CCCN1CCC(COc2nc3ccccc3c4NCCCc24)CC1
281	COCFJVPJQIAAIJ-UHFFFAOYSA-N	None	Clc1cccc2c(Nc3ccccc3C(=O)OCCN4CCN(CC4)c5ccccc5)ccnc12
282	PQZFHDKORYQQSD-UHFFFAOYSA-N	None	CCC(=O)NNc1nncc(n1)c2ccc(Cl)cc2
283	SGTNSNPWRIOYBX-UHFFFAOYSA-N	152-11-4	CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
284	OKHWNVWJPUHVKZ-UHFFFAOYSA-N	None	Cc1ccc2[nH]c(nc2c1)c3cccc(C)n3
285	NPUKDXXFDDZOKR-LLVKDONJSA-N	None	CCOC(=O)c1cncn1[C@H](C)c2ccccc2
286	OALOQDOGDUFPCR-QXAKKESOSA-N	None	Cc1ccc(cc1N)[C@H]2[C@@H]3CCCN[C@@H]3c4ccccc24
287	WSPOMRSOLSGNFJ-UHFFFAOYSA-N	113-59-7	CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
288	ZMZGFLUUZLELNE-UHFFFAOYSA-N	88-82-4	C1=C(C=C(C(=C1I)I)C(=O)O)I
289	MCKILCYWBREFSV-SAPNQHFASA-N	None	CCc1cccc(CC)c1NC(=O)\N=C\2/CCCN2C
290	JMJLCNQUCCNTSN-UHFFFAOYSA-N	None	COc1ccc(cc1)c2cc(Cl)cc(c2)C(C)C(=O)O
291	AXNUJYHFQHQZBE-UHFFFAOYSA-N	2687-25-4	CC1=C(C(=CC=C1)N)N
292	FANFUNQGTBJCLK-HMMYKYKNSA-N	None	CCCCCc1cc(O)c2\C(=N\CC(C)O)\CC(C)(C)Sc2c1
293	WEHWNAOGRSTTBQ-UHFFFAOYSA-N	142-84-7	CCCNCCC
294	RZKOJULYHQGILD-NNUTVPELSA-N	None	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc5ccccc5)C(=O)OCc6ccccc6
295	NXCYBYJXCJWMRY-FFQSFDNLSA-N	None	CC(=O)O[C@@H]1C2CCC3[C@@](C)(O)C4CC(O)C(C)(C)C4(O)C(O)C[C@@]13C[C@@]2(C)O
296	NNDHDYDFEDRMGH-CAEIVAEBSA-N	None	CCN1C[C@]2(COC(=O)c3ccccc3N)CC[C@H](OC)[C@@]45[C@@H]6C[C@@H]7[C@H](C[C@@](O)([C@H]6[C@H]7OC)[C@@](O)([C@@H](OC)[C@H]24)C15)OC
297	WVUCHBXSECJVLT-CZUORRHYSA-N	None	CCN1CCC[C@H]2[C@H]1Cc3c(C)cn4cccc2c34
298	YHODCMGZWLUCIO-UHFFFAOYSA-N	None	Cc1cccc(C)c1NC(=O)C(NC(=O)C2=CC(C)(C)NC2(C)C)c3ccccc3
299	XOILGBPDXMVFIP-UHFFFAOYSA-N	20018-09-1	CC1=CC=C(C=C1)S(=O)(=O)C(I)I
300	QNBTYORWCCMPQP-UHFFFAOYSA-N	110488-70-5	COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC
301	SVLRRMKEPRZVHN-UHFFFAOYSA-N	None	CC(=O)NCC(=O)Nc1ccc(Cl)cc1C(=O)c2ccccc2Cl
302	NWVVVBRKAWDGAB-UHFFFAOYSA-N	150-76-5	COC1=CC=C(C=C1)O
303	JARYYMUOCXVXNK-CSLFJTBJSA-N	37248-47-8	C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)CO
304	JOIMPRSUCZTHEI-VAWYXSNFSA-N	None	C\C(=C(\C)/c1ccc(C)cc1)\C(=O)NC2CC2
305	OYHDEIRBBIGPPP-ZHACJKMWSA-N	None	C\C(=C(\C)/c1cccc(c1)C(F)(F)F)\C(=O)NCC#C
306	NFJRZYIWFZYFNU-UHFFFAOYSA-N	None	COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc3cccc(c3)C(F)(F)F
307	QWKMUYIPORLBGT-UHFFFAOYSA-N	None	COC(=O)NC1=NCC2(CCc3ccccc23)N1C
308	RQAFMLCWWGDNLI-UHFFFAOYSA-N	None	OC(=O)Cc1ccc(cc1)N(CCCl)CCCl
309	VPZREUSDXQNKDA-UHFFFAOYSA-N	None	CCc1cc2C(=Nc3cc(F)ccc3Nc2s1)N4CCN(Cc5ccccc5)CC4
310	BBDKZWKEPDTENS-UHFFFAOYSA-N	100-40-3	C=CC1CCC=CC1
311	WCPXLMIPGMFZMY-MERQFXBCSA-N	None	Cl.CCN1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC
312	LHNSMNJYYGYDON-UHFFFAOYSA-N	None	CCc1cc2C(=Nc3cc(F)ccc3Nc2s1)N4CCN(CCO)CC4
313	IBVLDSSYAAQFOG-MDZRGWNJSA-N	None	CC(C)C(=O)OC[C@H]1C[C@@H](Cl)C[C@H](O1)c2cccc3ccccc23
314	XWLMPRJXECQYAT-UHFFFAOYSA-N	None	COc1cccc(n1)c2nc3ccccc3[nH]2
315	KJADKKWYZYXHBB-XBWDGYHZSA-N	None	CC1(C)O[C@@H]2CO[C@@]3(COS(=O)(=O)N)OC(C)(C)O[C@H]3[C@@H]2O1
316	FQTIFUAYWZPUQW-UHFFFAOYSA-N	None	C(CN1CCOCC1)Nc2nnc(cc2Cc3ccc4ccccc4c3)c5ccccc5
317	JCKYGMPEJWAADB-UHFFFAOYSA-N	305-03-3	C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
318	NYFHBHZWUCUADD-SLFFLAALSA-N	None	CN1CCC[C@@H]2[C@H]1c3ccccc3[C@@H]2c4cccc(C)c4
319	FXYUMIIREBWCBP-FMYROPPKSA-N	None	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CS)C(=O)OCc5ccccc5
320	UZEFVQBWJSFOFE-UHFFFAOYSA-N	1809-19-4	CCCCOP(O)OCCCC
321	RHMXXJGYXNZAPX-UHFFFAOYSA-N	50-35-1	CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
322	OABKVAHOXRFSNU-LOACHALJSA-N	None	O[C@]1(CCN2CCCCC2C1)c3cccc(c3)C(F)(F)F
323	WTARULDDTDQWMU-UHFFFAOYSA-N	127-91-3	CC1(C2CCC(=C)C1C2)C
324	QKSKPIVNLNLAAV-UHFFFAOYSA-N	505-60-2	C(CCl)SCCCl
325	ZIBNROLHTPEXBQ-UHFFFAOYSA-N	None	Cc1cc(N\C(=N\C2CCCCC2)\Nc3nnc(S)s3)c4ccccc4n1
326	UGYKWHIQHCXTLW-UHFFFAOYSA-N	None	CNS(=O)(=O)Nc1c(OCCN2CCCCC2)c(OC)c3occc3c1OC
327	TVOVBUBOSFUNDL-UHFFFAOYSA-N	None	Cc1cccc(Nc2cc(Cl)nc(OCC(=O)O)n2)c1C
328	RAMROQYQRGTBHE-UHFFFAOYSA-N	None	Cc1cccc(Nc2cc(Cl)nc(S)n2)c1C
329	JPOXNPPZZKNXOV-UHFFFAOYSA-N	74-97-5	C(Cl)Br
330	SZKRAULVNUEICP-UHFFFAOYSA-N	None	[Cl-].C[n+]1ccn(COCCCCS(=O)(=O)C)c1\C=N\O
331	IVUXTESCPZUGJC-UHFFFAOYSA-N	1982-47-4	CN(C)C(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl
332	XYBVSCLQLODKLM-UHFFFAOYSA-N	None	CC(=O)SCC(=O)N1CCSC1CCc2ccccc2O
333	FCIHMGBPVMONLW-VOTSOKGWSA-N	None	CCNC(=O)\C=C\c1cccc(c1)C(F)(F)F
334	REJSWSGRGOCNSY-USDBNLMRSA-N	None	CCCCCCNC(=O)[C@H]1OC([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23
335	ZJYRGWQQQOOTIT-UHFFFAOYSA-N	None	Cl.NC(=N)Nc1ccc(cc1)C(=O)Oc2ccccc2C(=O)N
336	HEFNNWSXXWATRW-UHFFFAOYSA-N	15687-27-1	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
337	TVZHDVCTOCZDNE-WVJYZQHISA-N	None	CC(=O)OC[C@]12C[C@H](O)C(=C[C@H]1O[C@@H]3[C@H](O)[C@@H](OC(=O)C)[C@@]2(C)[C@]34CO4)C
338	GPIQQQKFOOBNAT-UHFFFAOYSA-N	None	Cl.OC(CCn1ccnc1)c2ccc(CCc3ccccc3)cc2
339	HLYQVVMHTCPUKR-WXAAPDAFSA-N	None	Br.C[C@@]12CCCCCC(Cc3ccc(O)cc13)[C@@H]2N
340	IVWGULGPHCVFES-UHFFFAOYSA-N	None	CCCCCOC1=C(C=NN(C)C1=O)N2CCOCC2
341	USMNOWBWPHYOEA-VWHDNNRLSA-N	76231-76-0	CC1C2CC2(CC1=O)C(C)C
342	RWTNXJXZVGHMGI-UHFFFAOYSA-N	519-74-4	C1CCNC(C1)C(C2=CC=CC=C2)C3=CC=CC=C3
343	XJRMYJNKTRVYKX-UHFFFAOYSA-N	None	COc1ccc(\N=C(/NC#N)\NC(C)(C)C)c(OC)n1
344	RRGMXBQMCUKRLH-CTNGQTDRSA-N	None	CCCCCCCNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1
345	CVLCDZJRJSGEAX-UHFFFAOYSA-N	None	Cl.Cl.Fc1ccc(cc1)N2CCN(CCCOc3ccc4CCCc4c3)CC2
346	HVRQOIUHAQSUQE-UHFFFAOYSA-N	None	COc1c2CCCc2c3CCNCc3c1OC
347	NJIHEGLLJCQZOL-UHFFFAOYSA-N	None	Cl.CC(C)c1ccc(cc1)N2CCCCC2
348	BDMIXBFMKRRUFU-UHFFFAOYSA-N	None	COc1ccc(NS(=O)(=O)c2c(O)c(C(=O)O)c(OC)c3ccoc23)cc1
349	TYBATNTZVQOXLU-UHFFFAOYSA-N	None	ClC(Cl)C(=O)Nc1cccc(I)c1
350	YQEZLKZALYSWHR-UHFFFAOYSA-N	6740-88-1	CNC1(CCCCC1=O)C2=CC=CC=C2Cl
351	BAIXRFWEUSUKEK-UHFFFAOYSA-N	None	CCOC(=O)Nc1nc(NC(=O)OCC)c2c(ccc3c2ccn3Cc4ccccc4C(F)(F)F)n1
352	GLZPCOQZEFWAFX-UHFFFAOYSA-N	106-24-1	CC(=CCCC(=CCO)C)C
353	PEDCQBHIVMGVHV-UHFFFAOYSA-N	56-81-5	C(C(CO)O)O
354	LTMJIRRSCNJXDH-MDZDMXLPSA-N	None	C\C(=C(\C)/c1cccc(c1)C(F)(F)F)\C(=O)NC2CC2
355	QVILRDQJCXDVTI-OCANDWAPSA-N	None	Cl.CCC(=O)N([C@@H]1CCN2C[C@H](c3ccccc3)c4ccccc4[C@@H]2C1)c5ccccc5
356	AZVFAUKWQQHKCZ-UHFFFAOYSA-N	None	CCCCOc1cc(nn1c2ccccc2)C(=O)N
357	PLDUPXSUYLZYBN-UHFFFAOYSA-N	69-23-8	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
358	SIBFQOUHOCRXDL-UHFFFAOYSA-N	None	OCC(O)CBr
359	HFWWQPIOOARJEJ-UHFFFAOYSA-N	None	CN1CC(c2ccccc2)c3cccc(NC(=O)CCl)c3C1
360	HKRKZWHOIYXMBZ-OKILXGFUSA-N	None	CCCCCCCCCCN1C[C@@H](O)[C@@H](O)C1
361	AISWUBZYHKYJDR-HJWRWDBZSA-N	None	C\C(=C(/C)\c1ccccc1)\C(=O)N
362	HLBLWEWZXPIGSM-UHFFFAOYSA-N	101-80-4	C1=CC(=CC=C1N)OC2=CC=C(C=C2)N
363	UGBNOISJWRQWPQ-FRLFKWGPSA-N	None	CCC(=O)c1ccccc1NC(=O)[C@H]2OC([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34
364	AKNVDFPBBTYUMU-UHFFFAOYSA-N	None	Cl.CN1CCN(CC23CC4CC(CC(C4)C2O)C3)CC1
365	UDETVFPQVHXGDX-XPPIMPSXSA-N	None	CCCC(C(=O)O[C@@H]1CCC2CCC1N2C)(c3ccccc3)c4ccccc4
366	ZQTAEDPFDWFOBY-UHFFFAOYSA-N	None	Nc1ccc2C3=NNC(=O)CC3CCc2c1
367	VBCVPMMZEGZULK-NRFANRHFSA-N	173584-44-6	COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl
368	HDTIFOGXOGLRCB-UHFFFAOYSA-N	9005-65-6	CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO
369	RSEJOHLMTLEBDV-UHFFFAOYSA-N	None	[Cl-].C[n+]1ccn(CCBr)c1\C=N\O
370	ZGAYDZCPGOIRNX-UHFFFAOYSA-N	None	Cc1ccc(NC(=O)CC23CCCN2CCC3)cc1C
371	UMXKUTLAIBQGCS-UHFFFAOYSA-N	None	CN1CCN(CC1)C2=Nc3cc(F)ccc3Nc4scc(C)c24
372	RPNUMPOLZDHAAY-UHFFFAOYSA-N	111-40-0	C(CNCCN)N
373	DGDBKJAIBYSHRE-UHFFFAOYSA-N	None	Br.Br.NCCC(=O)NCCSSCCNC(=O)CCN
