C0158266 C0011334 C0014175 C0002736 C0036421 C0392525 C0030319 C0001175 C2239176 C0079731 C0027819 C0022661 C0031099 C0002171 C0023343 C0023434 C1263846 C0014859 C0017668 C0014170 C0020676 C0011573 C0017601 C0014544 C0025202 C0004153 C0019163 C0002871 C0026769 C0004096 C0017661 C0024117 C0011615 C0005586 C0525045 C1956346 C1458155 C0684249 C0040136 C0919267 C0005695 C0007134 C2607914 C0030297 C0027022 C0030305 C0029401 C0036341 C0038356 C0027051 C0149931 C0007820 C0038013 C0003873 C0162871 C0029408 C0023473 C0019829 C0009324 C0010346 C0033860 C0027404 C0003872 C0024141 C0004763 C0008924 C0011860 C0026764 C0011854 C0034951 C1961102 C0028754 C0033578 C0007570 C0002395 C0020538 C0242383 C0007766 C0017665 C0040517 C0029456 C0016781 C0032460 C0085207 C0154778 C0022336 C0029899 C0023892 C0042900 C0018213 C0024530 C0004352 C0007193 C0149654 C0003868 C0023267 C0004943 C0026691 C0206368 C0162872 C0524620 C0004509 C0008313 C0030567 C1800706 C0035258 C0031347 C0028043 
C0007193 0.4884 0.6279 0.5981 0.6389 0.7781 0.8289 0.4048 0.6544 0.6168 0.5690 0.6273 0.8329 0.7627 0.6525 0.6281 0.7756 0.6138 0.5559 0.8407 0.4966 0.6584 0.3216 0.7853 0.5890 0.5777 0.8647 0.7359 0.7976 0.6578 0.7848 0.7724 0.8662 0.5567 0.4121 0.3849 0.8849 0.4684 0.5734 0.5207 0.5045 0.4667 0.5645 0.5484 0.5285 0.5742 0.7622 0.5740 0.4267 0.5367 0.8834 0.6246 0.7431 0.6736 0.6760 0.7924 0.7468 0.7793 0.6035 0.7517 0.7423 0.6603 0.4825 0.6680 0.6858 0.7561 0.4695 0.5858 0.6095 0.6621 0.5258 0.4822 0.6459 0.4823 0.7436 0.7035 0.8608 0.7744 0.8317 0.7753 0.7447 0.7187 0.6824 0.6910 0.6276 0.2878 0.6229 0.4535 0.7695 0.6402 0.6687 0.8624 0.3579 1.0000 0.3759 0.6172 0.5453 0.8570 0.8492 0.4024 0.8391 0.8291 0.4147 0.5424 0.7237 0.8232 0.6388 0.5367 0.3278 
C0149654 0.5052 0.6396 0.6253 0.6890 0.5011 0.3139 0.9235 0.6137 0.3886 0.4518 0.5614 0.3938 0.5613 0.5127 0.5777 0.4271 0.7996 0.4144 0.4487 0.4461 0.5034 0.8559 0.6440 0.6602 0.4704 0.3418 0.5853 0.3643 0.6778 0.5409 0.5245 0.5484 0.5290 0.9266 0.9535 0.3839 0.4473 0.3390 0.4595 0.4308 0.3329 0.3396 0.5129 0.4302 0.3057 0.5543 0.5296 0.9146 0.4127 0.3480 0.6889 0.4474 0.5847 0.5766 0.2677 0.6168 0.4096 0.5031 0.5363 0.5305 0.5582 0.6347 0.6010 0.5798 0.6248 0.6648 0.4847 0.4693 0.5416 0.5794 0.3703 0.5539 0.4479 0.5439 0.7510 0.4065 0.6374 0.3117 0.5186 0.7112 0.6277 0.5649 0.6040 0.5325 0.2893 0.7086 0.4505 0.3921 0.5649 0.5409 0.4670 0.9417 0.3759 1.0000 0.3920 0.3685 0.4835 0.4804 0.5089 0.3041 0.4486 0.5218 0.2677 0.6975 0.4670 0.6969 0.3613 0.5545 
C0003868 0.5705 0.7104 0.6262 0.6340 0.7215 0.6569 0.4550 0.7374 0.6620 0.6880 0.6932 0.7116 0.7100 0.6720 0.6500 0.7546 0.6337 0.6309 0.6983 0.6068 0.7161 0.3591 0.7112 0.6232 0.6736 0.6925 0.7234 0.7406 0.6972 0.7824 0.7127 0.6752 0.6744 0.4805 0.4363 0.7062 0.6409 0.6140 0.6037 0.6407 0.5958 0.5989 0.6204 0.6449 0.6509 0.7576 0.6191 0.5119 0.6552 0.6992 0.6214 0.6693 0.7577 0.7945 0.5681 0.7679 0.7376 0.7072 0.7405 0.7267 0.7590 0.4966 0.7456 0.7713 0.7822 0.5365 0.6636 0.7337 0.7322 0.5677 0.7282 0.7428 0.6487 0.7559 0.6666 0.7340 0.7000 0.5620 0.7167 0.7229 0.7023 0.7030 0.7303 0.6744 0.4172 0.6091 0.4875 0.6908 0.6828 0.6724 0.7487 0.3758 0.6172 0.3920 1.0000 0.5614 0.7622 0.7673 0.5101 0.5968 0.7549 0.5670 0.4932 0.6697 0.6647 0.6336 0.5501 0.4560 
C0023267 0.4633 0.6428 0.6180 0.6199 0.6690 0.4877 0.3950 0.6348 0.7746 0.7957 0.8401 0.5163 0.5672 0.6460 0.5512 0.7469 0.5926 0.8661 0.6072 0.8860 0.5906 0.3329 0.6011 0.6214 0.8368 0.5540 0.6263 0.6508 0.6538 0.7242 0.6051 0.5397 0.5828 0.4167 0.3821 0.5617 0.7477 0.6867 0.7991 0.7877 0.7483 0.7662 0.5989 0.8370 0.7553 0.6802 0.5627 0.4349 0.8014 0.5599 0.6148 0.5730 0.7012 0.7097 0.4228 0.6084 0.7397 0.8150 0.6598 0.6574 0.6724 0.4988 0.6455 0.6595 0.6845 0.5190 0.5427 0.8086 0.6499 0.5592 0.6632 0.5538 0.7705 0.6296 0.5918 0.6013 0.5598 0.4658 0.5804 0.6528 0.6061 0.7383 0.6792 0.5895 0.2930 0.5997 0.4507 0.5198 0.6272 0.5602 0.6099 0.3652 0.5453 0.3685 0.5614 1.0000 0.6434 0.6560 0.4146 0.4483 0.5977 0.4544 0.3927 0.6207 0.5730 0.6519 0.8280 0.2975 
C0004943 0.5873 0.8191 0.7896 0.7547 0.8812 0.8155 0.5310 0.8197 0.7103 0.7854 0.8105 0.8502 0.8295 0.7523 0.7309 0.9565 0.7748 0.6828 0.8347 0.6546 0.8550 0.4460 0.9100 0.7183 0.7742 0.9604 0.8679 0.9617 0.7998 0.9135 0.8448 0.8983 0.7098 0.5499 0.5198 0.9707 0.6295 0.6549 0.6567 0.6577 0.5881 0.6537 0.6878 0.6748 0.7969 0.8920 0.7175 0.5765 0.6706 0.9608 0.7510 0.9003 0.8680 0.8642 0.8147 0.8805 0.9512 0.8200 0.8771 0.8711 0.8289 0.5852 0.8185 0.8493 0.9152 0.6046 0.7921 0.8358 0.8761 0.6921 0.6745 0.8304 0.6566 0.9067 0.8197 0.9761 0.9032 0.8301 0.8462 0.8750 0.8676 0.8233 0.8897 0.8400 0.4397 0.7362 0.5697 0.7778 0.8117 0.7778 0.9909 0.4829 0.8570 0.4835 0.7622 0.6434 1.0000 0.9972 0.5444 0.8561 0.9770 0.6241 0.5431 0.8318 0.8325 0.7641 0.6378 0.4988 
C0026691 0.5849 0.8149 0.7831 0.7461 0.8784 0.8109 0.5196 0.8252 0.7188 0.8080 0.8140 0.8491 0.8231 0.7546 0.7326 0.9638 0.7655 0.6887 0.8345 0.6652 0.8540 0.4293 0.8978 0.7108 0.7815 0.9586 0.8677 0.9663 0.7968 0.9235 0.8509 0.8895 0.7162 0.5391 0.5068 0.9677 0.6354 0.6597 0.6650 0.6678 0.6021 0.6631 0.7073 0.6847 0.8168 0.8902 0.7197 0.5648 0.6734 0.9589 0.7417 0.8936 0.8803 0.8765 0.8124 0.8774 0.9567 0.8333 0.8736 0.8664 0.8337 0.5763 0.8244 0.8539 0.9133 0.5887 0.7925 0.8498 0.8848 0.6741 0.6859 0.8305 0.6644 0.9029 0.8087 0.9740 0.8914 0.8202 0.8502 0.8677 0.8624 0.8166 0.8881 0.8377 0.4242 0.7268 0.5677 0.7716 0.8102 0.7852 0.9898 0.4695 0.8492 0.4804 0.7673 0.6560 0.9972 1.0000 0.5497 0.8477 0.9758 0.6218 0.5388 0.8239 0.8309 0.7569 0.6434 0.4884 
C0206368 0.5189 0.6047 0.5992 0.5945 0.5342 0.4343 0.4915 0.6242 0.4998 0.5421 0.5773 0.4847 0.6146 0.5998 0.5652 0.5210 0.6370 0.4722 0.5101 0.5037 0.6015 0.4730 0.7108 0.5784 0.5369 0.4145 0.6180 0.4515 0.6238 0.6084 0.5711 0.5957 0.5524 0.5251 0.5009 0.4505 0.4978 0.4698 0.4895 0.4825 0.4048 0.4384 0.4855 0.4901 0.4080 0.6199 0.5344 0.5571 0.4641 0.4218 0.5876 0.4544 0.5938 0.6128 0.3495 0.6389 0.5235 0.5626 0.5876 0.5767 0.6201 0.4890 0.6041 0.6274 0.6546 0.5605 0.5885 0.5554 0.6113 0.7368 0.4921 0.6217 0.5207 0.6107 0.6363 0.4902 0.6887 0.2988 0.5726 0.6416 0.6248 0.6288 0.6516 0.6090 0.6409 0.5798 0.3848 0.4686 0.5904 0.5656 0.5217 0.5076 0.4024 0.5089 0.5101 0.4146 0.5444 0.5497 1.0000 0.3521 0.5581 0.5910 0.3379 0.6208 0.5375 0.5975 0.3772 0.4839 
C0162872 0.3752 0.5578 0.5441 0.5312 0.6990 0.7658 0.3553 0.5930 0.5282 0.5437 0.5570 0.7471 0.6814 0.5121 0.5106 0.7811 0.5339 0.4693 0.7067 0.4238 0.6636 0.2920 0.7337 0.5055 0.5185 0.9037 0.6404 0.8463 0.5544 0.7018 0.6446 0.7585 0.4685 0.3614 0.3299 0.9037 0.4071 0.4734 0.4393 0.4319 0.3867 0.4723 0.4800 0.4569 0.6092 0.7100 0.4836 0.3742 0.4703 0.9115 0.5319 0.7917 0.6021 0.6012 0.9516 0.6674 0.7931 0.5556 0.6937 0.6823 0.5655 0.4136 0.5720 0.6034 0.7081 0.4075 0.5907 0.5810 0.6406 0.4560 0.4682 0.6437 0.4226 0.7090 0.6028 0.8868 0.7174 0.8947 0.6667 0.6606 0.6507 0.5950 0.6565 0.6251 0.3008 0.5081 0.4108 0.6856 0.5509 0.5373 0.8563 0.3047 0.8391 0.3041 0.5968 0.4483 0.8561 0.8477 0.3521 1.0000 0.8530 0.4127 0.4681 0.6171 0.6997 0.5377 0.4388 0.3072 
C0524620 0.5595 0.7584 0.7589 0.7086 0.8203 0.8247 0.4881 0.7789 0.6722 0.7404 0.7581 0.8396 0.7885 0.7038 0.6731 0.9281 0.7400 0.6386 0.8008 0.6087 0.9044 0.4204 0.8900 0.6777 0.7181 0.9608 0.8182 0.9591 0.7538 0.8683 0.7930 0.8637 0.6396 0.5090 0.4782 0.9679 0.5894 0.6199 0.6147 0.6125 0.5444 0.6055 0.6287 0.6387 0.7737 0.8641 0.6830 0.5384 0.6300 0.9599 0.7050 0.8948 0.8198 0.8169 0.8147 0.8472 0.9291 0.7676 0.8367 0.8270 0.7592 0.5495 0.7601 0.7983 0.9010 0.5613 0.8586 0.7938 0.9003 0.6446 0.6521 0.8640 0.6167 0.8937 0.7808 0.9799 0.8829 0.8174 0.8131 0.8398 0.8399 0.7827 0.8943 0.8807 0.5039 0.6861 0.5369 0.7580 0.7376 0.7363 0.9711 0.4388 0.8291 0.4486 0.7549 0.5977 0.9770 0.9758 0.5581 0.8530 1.0000 0.6432 0.5055 0.7916 0.7772 0.7180 0.5869 0.5035 
C0004509 0.4842 0.6507 0.7562 0.5944 0.5498 0.4765 0.5424 0.6710 0.5234 0.5473 0.6171 0.4973 0.5613 0.5960 0.5432 0.5992 0.6767 0.5316 0.4965 0.5539 0.7339 0.4786 0.7139 0.5810 0.5888 0.5109 0.6448 0.5598 0.6339 0.6288 0.5438 0.5814 0.5775 0.5663 0.5544 0.5370 0.5730 0.4965 0.5215 0.5557 0.4652 0.4259 0.5398 0.5380 0.4697 0.6197 0.5674 0.6218 0.5454 0.5174 0.5889 0.5393 0.6525 0.6599 0.3860 0.6778 0.5841 0.6176 0.6023 0.5906 0.6180 0.4736 0.6177 0.6512 0.7371 0.6082 0.6932 0.6154 0.7055 0.6431 0.5582 0.7197 0.5941 0.6678 0.6647 0.5910 0.7086 0.3662 0.5706 0.6799 0.7162 0.6577 0.7733 0.7372 0.6360 0.5827 0.4286 0.4500 0.6139 0.5673 0.6018 0.5447 0.4147 0.5218 0.5670 0.4544 0.6241 0.6218 0.5910 0.4127 0.6432 0.9999 0.2592 0.6388 0.4539 0.6012 0.4341 0.5464 
C0008313 0.3298 0.4540 0.3985 0.4457 0.6018 0.5764 0.2619 0.5220 0.5165 0.4455 0.4581 0.5811 0.6379 0.4426 0.4087 0.5185 0.4137 0.4327 0.6148 0.3739 0.4091 0.2735 0.4955 0.4347 0.4260 0.5048 0.5718 0.4883 0.4832 0.5683 0.5926 0.5858 0.4830 0.2858 0.2619 0.5163 0.3690 0.4275 0.3915 0.3866 0.3661 0.4392 0.4913 0.4420 0.4134 0.6294 0.3789 0.3035 0.4606 0.5080 0.4485 0.4840 0.4646 0.4821 0.4644 0.4787 0.5120 0.4459 0.6188 0.6108 0.5269 0.3929 0.4914 0.5403 0.5431 0.4045 0.3706 0.4537 0.4403 0.3811 0.3791 0.4312 0.3748 0.5819 0.4636 0.5145 0.4815 0.4955 0.5971 0.5022 0.4566 0.4731 0.4576 0.3975 0.2099 0.4320 0.3307 0.8362 0.4697 0.4690 0.5384 0.2408 0.5424 0.2677 0.4932 0.3927 0.5431 0.5388 0.3379 0.4681 0.5055 0.2592 1.0000 0.4683 0.6386 0.4476 0.3910 0.1918 
C0030567 0.7446 0.8268 0.8031 0.9789 0.8095 0.6188 0.7385 0.8125 0.6507 0.7086 0.8534 0.7119 0.8294 0.7957 0.8327 0.7799 0.9630 0.6577 0.7507 0.6520 0.7713 0.6471 0.9155 0.9533 0.7376 0.7054 0.8925 0.7160 0.9744 0.8534 0.8245 0.8669 0.7445 0.7714 0.7458 0.7431 0.6352 0.6077 0.6510 0.6369 0.5574 0.5666 0.6864 0.6504 0.5932 0.8564 0.7773 0.7891 0.6444 0.7144 0.9697 0.8297 0.8678 0.8597 0.5584 0.9120 0.7584 0.7784 0.8392 0.8316 0.8204 0.7960 0.8614 0.8589 0.8784 0.6776 0.7230 0.7505 0.8135 0.7698 0.6052 0.7942 0.6476 0.8588 0.9903 0.7620 0.9091 0.6746 0.8001 0.9839 0.8889 0.8259 0.8562 0.7832 0.4432 0.9793 0.6308 0.6881 0.8237 0.8331 0.8249 0.7085 0.7237 0.6975 0.6697 0.6207 0.8318 0.8239 0.6208 0.6171 0.7916 0.6388 0.4683 1.0000 0.7765 0.9749 0.6084 0.6158 
C1800706 0.6179 0.7343 0.6413 0.7223 0.8774 0.7881 0.4643 0.7877 0.6912 0.7136 0.7173 0.8283 0.8208 0.7170 0.7172 0.7829 0.6865 0.6063 0.8823 0.5759 0.6729 0.4241 0.7857 0.6817 0.6707 0.7553 0.8244 0.7443 0.7599 0.8960 0.9169 0.9166 0.7253 0.4935 0.4622 0.7810 0.5767 0.6789 0.6251 0.6030 0.5427 0.6521 0.7105 0.6286 0.6222 0.8389 0.6622 0.5253 0.6052 0.7669 0.7069 0.7270 0.7807 0.7950 0.6644 0.7878 0.7639 0.7229 0.8477 0.8384 0.8185 0.5679 0.7950 0.8372 0.8203 0.5786 0.6049 0.7203 0.7223 0.6317 0.5719 0.6728 0.5937 0.8190 0.7648 0.7802 0.7896 0.6933 0.8874 0.8076 0.7464 0.7589 0.7325 0.6494 0.3387 0.7168 0.5349 0.8256 0.7501 0.8153 0.8197 0.4322 0.8232 0.4670 0.6647 0.5730 0.8325 0.8309 0.5375 0.6997 0.7772 0.4539 0.6386 0.7765 1.0000 0.7136 0.5580 0.3904 
C0035258 0.7114 0.7881 0.7535 0.9931 0.7587 0.5442 0.7284 0.7679 0.6354 0.6944 0.8625 0.6340 0.7753 0.7571 0.7696 0.7363 0.9564 0.6666 0.6796 0.6667 0.7114 0.6741 0.8561 0.9823 0.7335 0.6301 0.8351 0.6597 0.9724 0.8024 0.7545 0.7810 0.7070 0.7697 0.7452 0.6606 0.6293 0.5957 0.6525 0.6313 0.5646 0.5578 0.6641 0.6537 0.5851 0.8066 0.7287 0.7793 0.6476 0.6374 0.9931 0.8074 0.8235 0.8169 0.4843 0.8469 0.7160 0.7629 0.7860 0.7769 0.7782 0.8635 0.8175 0.8133 0.8229 0.6647 0.6676 0.7323 0.7609 0.7481 0.5886 0.7384 0.6391 0.7969 0.9628 0.6918 0.8350 0.6321 0.7289 0.9589 0.8222 0.7952 0.8011 0.7245 0.4257 0.9877 0.6054 0.6279 0.7803 0.7698 0.7517 0.7124 0.6388 0.6969 0.6336 0.6519 0.7641 0.7569 0.5975 0.5377 0.7180 0.6012 0.4476 0.9749 0.7136 1.0000 0.6268 0.5977 
C0031347 0.4009 0.7142 0.6399 0.6089 0.6537 0.4969 0.3905 0.6312 0.8212 0.7722 0.8571 0.5371 0.5639 0.6312 0.5771 0.7347 0.5826 0.9414 0.6358 0.9014 0.6028 0.3370 0.5898 0.5962 0.8772 0.5312 0.6403 0.6129 0.6296 0.6911 0.5924 0.5587 0.5447 0.4108 0.3838 0.5443 0.8007 0.7648 0.8361 0.8331 0.8726 0.8410 0.5141 0.8726 0.6760 0.6818 0.5293 0.4311 0.8683 0.5380 0.6032 0.5601 0.6618 0.6826 0.4300 0.5852 0.7209 0.8223 0.6771 0.6995 0.6873 0.4792 0.6220 0.6410 0.6999 0.5565 0.5370 0.8126 0.6212 0.5572 0.6467 0.5408 0.8164 0.6511 0.5932 0.5805 0.5588 0.4707 0.5698 0.6460 0.5908 0.7743 0.7006 0.5910 0.3025 0.5914 0.4583 0.5246 0.6342 0.5624 0.5961 0.3511 0.5367 0.3613 0.5501 0.8280 0.6378 0.6434 0.3772 0.4388 0.5869 0.4341 0.3910 0.6084 0.5580 0.6268 1.0000 0.3044 
C0028043 0.4671 0.5716 0.5973 0.6001 0.4578 0.3267 0.6191 0.5532 0.3611 0.4050 0.5034 0.3913 0.5354 0.4830 0.5419 0.4411 0.6683 0.3740 0.4129 0.3798 0.5926 0.4996 0.6349 0.5856 0.4516 0.3787 0.5639 0.3977 0.6039 0.5303 0.4660 0.5118 0.4967 0.6235 0.6046 0.4158 0.4360 0.3389 0.3962 0.4018 0.3251 0.2894 0.4257 0.3851 0.2970 0.5199 0.4879 0.6451 0.3839 0.3905 0.5773 0.4781 0.5497 0.5779 0.2779 0.6112 0.4231 0.4826 0.5114 0.4947 0.5359 0.5465 0.5353 0.5669 0.5998 0.4948 0.5681 0.4612 0.5759 0.5337 0.4156 0.6002 0.4264 0.5475 0.6378 0.4567 0.6239 0.2996 0.4660 0.6254 0.6130 0.5136 0.6223 0.5957 0.4876 0.6048 0.3895 0.3779 0.5245 0.5071 0.4771 0.5337 0.3278 0.5545 0.4560 0.2975 0.4988 0.4884 0.4839 0.3072 0.5035 0.5464 0.1918 0.6158 0.3904 0.5977 0.3044 0.9980 
