InChI Key	SMILES
SSNUPBSCHCYXHG-UHFFFAOYSA-N	CCn1nc(c2cccnc2)c2c(c1=O)cccc2
TWGRVIPCCGRSNM-UHFFFAOYSA-N	NC(=O)CCc1c[nH]cc1
ULFRLSNUDGIQQP-UHFFFAOYSA-O	C[NH+](CCc1c[nH]c2c1cc(cc2)Cn1cncn1)C
MYKUKUCHPMASKF-SECBINFHSA-O	C1CC[C@@H]([NH2+]1)c1cccnc1
GGFQQRXTLIJXNY-WAYWQWQTSA-N	COc1ccc(cc1)/C=C\c1cc(OC)c(c(c1)OC)OC
AELMNLIYFALJIR-UHFFFAOYSA-N	c1ccc(cc1)CNc1nc(nc2c1cccc2)c1cccnc1
RDXQSWLUXKUQSI-UHFFFAOYSA-M	Clc1ccc2c(c1)[nH]c(c(c2=O)c1ccccc1)[O-]
QEMSVZNTSXPFJA-HNAYVOBHSA-O	Oc1ccc(cc1)[C@@H]([C@@H]([NH+]1CCC(CC1)(O)c1ccccc1)C)O
IIURABUWDUCHOI-UHFFFAOYSA-N	O=C(c1ccc(c(c1)Cl)Cl)N1CCCC(=N1)c1ccccc1
MMSNEKOTSJRTRI-LLVKDONJSA-N	Fc1ccc(cc1)Cc1ccc(s1)C#C[C@H](N(C(=O)N)O)C
QJQORSLQNXDVGE-UHFFFAOYSA-N	O=C(N1CCc2c1cc1ccn(c1c2)C)Nc1cccnc1
PNVNVHUZROJLTJ-MRXNPFEDSA-O	COc1ccc(cc1)[C@H](C1(O)CCCCC1)C[NH+](C)C
RVFIAQAAZUEPPE-UHFFFAOYSA-O	COc1cc(N)c(cc1C(=O)OCC[NH+]1CCCCC1)Cl
YFGHCGITMMYXAQ-LJQANCHMSA-N	NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1
WHWZLSFABNNENI-OAHLLOKOSA-O	NC1=[NH+]C[C@H]2N1c1ccccc1Cc1c2cccc1
SEYCKMQSPUVYEF-LURJTMIESA-N	[O-]C(=O)C[C@@H]1OCC([NH2+]C1)(C)C
XRSKAWJXBDACRF-UHFFFAOYSA-N	[O-][N+](=O)c1cccc(c1)c1cc(Cc2ccncc2)cc2c1nccc2
UTLPKQYUXOEJIL-UHFFFAOYSA-N	Nc1nc2n(CCc3ccccc3)ncc2c2n1nc(n2)c1ccco1
WFMVJXMPCFFSTK-UHFFFAOYSA-N	NC(=O)c1cc(nnc1Cl)c1ccncc1
GBBJCSTXCAQSSJ-JVZYCSMKSA-N	OC[C@H]1O[C@H]([C@H]([C@@H]1O)F)n1cc(C)c(=O)[nH]c1=O
WKRCOZSCENDENK-UHFFFAOYSA-N	Nc1ccc(cc1)c1nc2c(s1)cccc2
RNMOMKCRCIRYCZ-UHFFFAOYSA-O	CCn1nnc(n1)C1=CCC[NH+](C1)C
MQJKPEGWNLWLTK-UHFFFAOYSA-N	Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N
UJTBWNKRXRHIGU-OWOJBTEDSA-N	Fc1ccc2c(c1)[nH]cc2/C=C/c1ccncc1
AAOVKJBEBIDNHE-UHFFFAOYSA-N	Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1
FTALBRSUTCGOEG-UHFFFAOYSA-N	Nc1nc2c(s1)cc(cc2)OC(F)(F)F
NGOGFTYYXHNFQH-UHFFFAOYSA-O	O=S(=O)(c1cccc2c1ccnc2)N1CC[NH2+]CCC1
JCMGIFLIMIXLTP-UHFFFAOYSA-N	NC(=O)c1cccc2c1nc([nH]2)C
YRVIKLBSVVNSHF-JTQLQIEISA-O	Cc1ncccc1OC[C@@H]1CCC[NH2+]1
VCJNZEYWGDFOEC-UHFFFAOYSA-N	CCN(C(=O)Oc1nsnc1c1c(Cl)cccc1Cl)C
ULWKNIVZSSFZOU-UHFFFAOYSA-M	S=C(C(=O)[O-])Cc1ccc(cc1)I
LNPDTQAFDNKSHK-UHFFFAOYSA-N	Cc1onc(c1c1ccc(cc1)S(=O)(=O)N)c1ccccc1
MHUUDVZSPFRUSK-RQZCQDPDSA-N	NC(=O)N/N=C/c1ccc(cc1)Oc1ccc(cc1)F
LUKBXSAWLPMMSZ-OWOJBTEDSA-N	Oc1ccc(cc1)/C=C/c1cc(O)cc(c1)O
LLBLNMUONVVVPG-UHFFFAOYSA-O	Clc1ccc(cc1)C1(O)CC[NH+](CC1)Cc1c[nH]c2c1cccc2
ZGOOPZVQMLHPFM-UHFFFAOYSA-N	c1ccc2c(c1)SCc1c2[nH]c2c1cccc2
CBQGYUDMJHNJBX-OALUTQOASA-O	CCOc1ccccc1O[C@@H](c1ccccc1)[C@H]1OCC[NH2+]C1
IYOZTVGMEWJPKR-VOMCLLRMSA-O	C[C@H](C1CCC(CC1)C(=O)Nc1ccncc1)[NH3+]
TVSNVPGPFGAKPT-ZYHUDNBSSA-O	Clc1ccc(cn1)C1=CCC[C@H]2[NH2+][C@@H]1CC2
YLXDSYKOBKBWJQ-GFCCVEGCSA-N	CCC(=O)NCC[C@H]1CCc2c1c1CCOc1cc2
NZFXNLXEQRQPJT-UHFFFAOYSA-N	c1ccc(cc1)c1cnc2c(n1)cc1c(c2)cccc1
WVZSEUPGUDIELE-HTAPYJJXSA-O	C[C@H]([C@H](c1ccc(cc1)O)O)C[NH+]1CCC(CC1)Cc1ccccc1
MUDRLQRJCGJJTB-UHFFFAOYSA-N	Brc1ccc2c(c1)n1c(CO2)noc1=O
AGVNHDNTFYHZNL-QGZVFWFLSA-O	CC1CC[NH+](CC1)CC[C@H](N(S(=O)(=O)c1cccc(c1)C)C)C
QSAMWSFELUCKOA-WAYWQWQTSA-N	COc1cc(/C=C\c2ccc(c(c2)N)OC)cc(c1OC)OC
MAOSUPNJVJGJEU-UHFFFAOYSA-N	Fc1ccc(cc1)c1nc[nH]c1c1ccncc1
IHBAVXVTGLANPI-QMMMGPOBSA-O	[NH3+][C@H](C(=O)N1CCCC1)C(C)C
AETHRPHBGJAIBT-UHFFFAOYSA-M	N#Cc1cc(ccc1OCC(C)(C)C)n1ncc(c1)C(=O)[O-]
MHNSOBBJZCWUGS-YOFSQIOKSA-O	Fc1ccc(cc1)C(c1ccc(cc1)F)OC1C[C@@H]2CC[C@H](C1)[NH+]2C
VKMFDKYCIKEDMR-UHFFFAOYSA-O	Cc1ccc(cc1)CC1(O)CC[NH+](CC1)CCOc1ccc(cc1)O
ADQZGIYHFQQPRB-UHFFFAOYSA-N	COc1cc(N)nc2c1c(c1ccncc1)c([nH]2)c1ccc(cc1)F
RZJQGNCSTQAWON-UHFFFAOYSA-N	O=C1OCC(=C1c1ccccc1)c1ccc(cc1)S(=O)(=O)C
UOLJKAPABHXFRE-UHFFFAOYSA-O	CCC[NH+](C1Cc2c(C1)cc(c(c2)OC)OC)CCC
YCOYDOIWSSHVCK-UHFFFAOYSA-N	Clc1ccc(cc1)Nc1nnc(c2c1cccc2)Cc1ccncc1
BMNCXCJXZKZJII-UHFFFAOYSA-N	COc1ccc2c(c1)ncn2c1ccccc1
NDAUXUAQIAJITI-LBPRGKRZSA-O	OCc1cc(ccc1O)[C@H](C[NH2+]C(C)(C)C)O
VPPJLAIAVCUEMN-GFCCVEGCSA-N	COC[C@H](C(=O)NCc1ccccc1)NC(=O)C
QQGWEXFLMJGCAL-UHFFFAOYSA-N	Cc1ccc(cc1)Sc1cncc2c1cc(s2)C(=O)N
NRUBIXKLDJOQAI-UHFFFAOYSA-N	CCCC(=O)Nc1ccc(cc1)Oc1ccccc1OC
XOKVHFNTYHPEHN-UHFFFAOYSA-M	COc1cc(O)cc(c1Oc1cc(C)cc(c1C(=O)[O-])O)C(=O)OC
JRQGTFOVYZJVQO-UHFFFAOYSA-N	CCNc1sc2c(n1)c(C)c(c(c2C)O)Cc1cccnc1
GVICCSAPBVEDOP-UHFFFAOYSA-N	CCNc1nc2c(s1)c(Cc1cccnc1)c(c(c2C)C)O
UBXGZTRRRHVEAJ-UHFFFAOYSA-O	Fc1ccc(cc1)Cn1c(nc2c1cccc2)N1CC[NH2+]CC1
ZGLAVBMQKPBEQJ-UHFFFAOYSA-O	Clc1ccc(cc1)Oc1ccccc1C1=[NH+]CCN1
AFWKBSMFXWNGRE-ONEGZZNKSA-N	COc1cc(/C=C/C(=O)C)ccc1O
QNOXYUNHIGOWNY-UHFFFAOYSA-N	COc1cc2nc(cnc2cc1OC)c1ccccc1
PJMAXCRZQLWZFH-ZETCQYMHSA-O	Cc1noc(c1)[C@@H]1CCC[NH2+]1
PJMAXCRZQLWZFH-SSDOTTSWSA-O	Cc1noc(c1)[C@H]1CCC[NH2+]1
XHWRWCSCBDLOLM-UHFFFAOYSA-N	Cc1ccc2c(c1Sc1ccncc1)c(=O)[nH]c(n2)N
OUUOWZGDTCPVSV-MRXNPFEDSA-N	O=C1c2ccccc2[C@@]2(N1CCO2)c1ccccc1
SFZDYZZYPDGADB-UHFFFAOYSA-N	COc1ccc2c(c1)c(CCNC(=O)C(F)(F)F)c[nH]2
HSOHROOUHRUSJR-UHFFFAOYSA-N	COc1ccc2c(c1)c(CCNC(=O)C1CC1)c[nH]2
MCJGNVYPOGVAJF-UHFFFAOYSA-N	Oc1cccc2c1nccc2
MNSNMTASPOHKEI-UHFFFAOYSA-N	Cc1nccn1Cc1ccncc1
SSMIFVHARFVINF-UHFFFAOYSA-N	Nc1ccc2c3c1cccc3c(=O)[nH]c2=O
JJWJSIAJLBEMEN-CYBMUJFWSA-N	FC([C@]1(C#CC2CC2)NC(=O)Nc2c1cc(Cl)cc2)(F)F
SYTBZMRGLBWNTM-SNVBAGLBSA-M	[O-]C(=O)[C@@H](c1ccc(c(c1)F)c1ccccc1)C
GGPZCOONYBPZEW-UHFFFAOYSA-N	Clc1ccc(cc1)NC(=O)c1ccccc1NCc1ccncc1
CYVRFHRDWQAJGA-UHFFFAOYSA-N	COc1cc2nc(NC3CCC(CC3)O)cnc2cc1OC
MRFOLGFFTUGAEB-UHFFFAOYSA-M	O=C(c1cc(O)c(c(c1)[N+](=O)[O-])[O-])Cc1ccccc1
YWERKLDMXHCBDE-UHFFFAOYSA-O	CCOC(=O)c1cnc(c2c1cc(OC)cc2OC)C[NH3+]
KYSFUHHFTIGRJN-UHFFFAOYSA-N	CC1(CC1)NC1=NS(=O)(=O)c2c(N1)cc(s2)Cl
VQWGYPVNVICKFC-UHFFFAOYSA-O	NC(=O)c1cnc2n1CCc1c(C32CC[NH2+]CC3)cccc1
UONHLVCQYSKINY-SNVBAGLBSA-O	Clc1ccc2c(c1)N1CC[NH2+]C[C@H]1C2
HOQAVGZLYRYHSO-OAHLLOKOSA-N	N#Cc1ccc(cc1)c1ccc(cc1)[C@@H](CNS(=O)(=O)C(C)C)C
LKDFVWFXUKMAES-UHFFFAOYSA-N	Nc1ccc(c(c1)Cl)Sc1ccc2c(c1Cl)cccc2
SAOYLNAVCBAISK-LJQANCHMSA-N	N#CC1=C(N)OC2=C([C@@H]1c1ccc3c(c1)cccc3)C(=O)CC(C2)(C)C
UYJZZVDLGDDTCL-UHFFFAOYSA-O	C[NH+](CC(=O)Nc1ccc2c(c1)c1ccccc1c(=O)[nH]2)C
KZOBYFBUONCLFZ-UHFFFAOYSA-N	N#Cc1cccc(c1)c1onc(n1)c1ccccn1
ZCMFEWUYBFMLIN-UHFFFAOYSA-M	[O-]C(=O)c1cc2cc(O)c(cc2c(n1)C(=O)c1ccc(c(c1)O)O)O
VMWNQDUVQKEIOC-CYBMUJFWSA-O	C[NH+]1CCc2c3[C@H]1Cc1ccc(c(c1c3ccc2)O)O
JZRMBDHPALEPDM-UHFFFAOYSA-O	Clc1cc(NC(=O)c2cccnc2)c2c(c1)c1cc[nH+]cc1[nH]2
WBYHTZYHAFNBKW-ZETCQYMHSA-O	Oc1ccc2c(c1)n(nc2)C[C@@H]([NH3+])C
FHJRKGXJBXPBGA-UHFFFAOYSA-N	CNc1ccc(cc1)c1nc2c(s1)cccc2
GDHNBPHYVRHYCC-PLNGDYQASA-N	COc1ccc(cc1)/C=C\c1cc(OC)cc(c1)OC
MYKOWOGZBMOVBJ-UHFFFAOYSA-M	[O-]C(=O)c1ccc2c3c1cccc3c(=O)n1c2nc2c1cccc2
BAAILVWEAXFTSF-UHFFFAOYSA-N	Oc1ccc(cc1)c1oc2c(n1)cc(cc2Br)O
KYYIDSXMWOZKMP-OAHLLOKOSA-O	OC1(CCCCC1)[C@@H](c1ccc(cc1)O)C[NH+](C)C
BDCBRQYHYNUWAM-UHFFFAOYSA-N	c1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1
BPPGPYJBCVXILI-UHFFFAOYSA-O	Clc1ccc2c(c1)c(C1=CC[NH2+]CC1)c([nH]2)C
LCFKIGOGPZGTMF-UHFFFAOYSA-N	CCCC(=O)Nc1n[nH]c2c1cc(nc2)c1ccccc1
OELFLUMRDSZNSF-OFLPRAFFSA-M	CC(C1CCC(CC1)C(=O)N[C@@H](C(=O)[O-])Cc1ccccc1)C
CQXADFVORZEARL-UHFFFAOYSA-O	C1COC(=[NH+]1)NC(C1CC1)C1CC1
HOZUXBLMYUPGPZ-UHFFFAOYSA-N	COc1cc2c(ncnc2cc1OC)Nc1ccc(cc1)O
PMPDDPJYARBNGV-UHFFFAOYSA-N	O=Cc1ccc(s1)c1ccc(s1)c1cccs1
JIXIGSQBNJKHBP-UHFFFAOYSA-N	O=C(C1Cc2c(C1)cccc2)Nc1[nH]nc(c1)c1ccc(cc1)C
TYJCBFXVIVLSKL-UHFFFAOYSA-N	Cc1ccccc1Nc1nc(Nc2ccccc2)c2c(n1)cccc2
NNDSASCFEHXSQG-UHFFFAOYSA-N	Fc1cccc(c1)CN1CC[NH+]=C1[S-]
ZGUGWUXLJSTTMA-UHFFFAOYSA-O	C[NH+](CCCN1c2ccccc2Sc2c1cccc2)C
OZWKMVRBQXNZKK-NSHDSACASA-M	[O-]C(=O)[C@H]1CCn2c1ccc2C(=O)c1ccccc1
VYZPEWUEPPGXGA-UHFFFAOYSA-P	C[NH+]1CCN(CC1)c1cccc([nH+]1)C
VJDNUCLKCQKXMM-OAHLLOKOSA-N	O=C(N1CCC[C@@H]1C(=O)N1CCCC1)OCc1ccccc1
HLRBSTGXOFUEHW-OAHLLOKOSA-O	CCC[NH+]1CCc2c3[C@H]1Cc1ccc(c(c1c3cc(c2)O)O)O
BISIFJGUTDFVFR-NSHDSACASA-O	O[C@H]1CCCc2c1[nH+]c1ccccc1c2N
HCZKYJDFEPMADG-TXEJJXNPSA-N	C[C@H]([C@@H](Cc1ccc(c(c1)O)O)C)Cc1ccc(c(c1)O)O
JTEGQNOMFQHVDC-NKWVEPMBSA-N	Nc1ccn(c(=O)n1)[C@@H]1CS[C@@H](O1)CO
FRZBEYVOLNQETR-UHFFFAOYSA-N	Nc1ncnc2c1ncn2C1CCCCC1
KCGLTUBCAGZLHP-XYOKQWHBSA-N	N#C/C(=C\c1ccc(c(c1)O)O)/C(=O)OCCc1cccs1
VNZLQLYBRIOLFZ-UHFFFAOYSA-O	COc1ccccc1N1CC[NH2+]CC1
NUIQGOIIFWLRQL-UHFFFAOYSA-N	Oc1nc(sc1c1ccccc1)c1cccnc1
YQUVCSBJEUQKSH-UHFFFAOYSA-M	[O-]C(=O)c1ccc(c(c1)O)O
ZXUYYZPJUGQHLQ-KRWDZBQOSA-O	Fc1ccc(cc1)[C@H](CCC[NH+]1CCN(CC1)c1ncc(cn1)F)O
HPMRFMKYPGXPEP-SNVBAGLBSA-O	C1CNC(=[NH+]1)[C@H]1COc2c(O1)cccc2
TVZCRIROJQEVOT-LSDHHAIUSA-N	N#Cc1ccc2c(c1)[C@H](N1CCCC1=O)[C@H](C(O2)(C)C)O
METKIMKYRPQLGS-GFCCVEGCSA-O	O[C@H](C[NH2+]C(C)C)COc1ccc(cc1)CC(=O)N
CDRPUGZCRXZLFL-OWOJBTEDSA-N	Oc1cc(/C=C/c2ccc(c(c2)O)O)cc(c1)O
GJJFMKBJSRMPLA-HIFRSBDPSA-O	[NH3+]C[C@H]1C[C@@]1(c1ccccc1)C(=O)N(CC)CC
RCYLUNPFECYGDW-WMZOPIPTSA-N	CCC(=O)N[C@H]1Cc2ccccc2[C@@H](C1)c1ccccc1
KQKPFRSPSRPDEB-UHFFFAOYSA-O	CNS(=O)(=O)Cc1ccc2c(c1)c(c[nH]2)CC[NH+](C)C
GIXQASIEVHMYQH-UHFFFAOYSA-N	O=C1C=CC(=O)N1c1ccc(cc1)I
YTISFYMPVILQRL-UHFFFAOYSA-N	Nc1ccc(cc1)Oc1ccc(cc1)Cl
AFOFVIBWSLOHFR-GOOCMWNKSA-O	C[NH+]1[C@@H]2CC[C@H]1CC(C2)NC(=O)n1c(=O)n(c2c1cccc2)C(C)C
UYNVMODNBIQBMV-KKSFZXQISA-O	Oc1ccc(cc1)[C@H]([C@@H]([NH+]1CCC(CC1)Cc1ccccc1)C)O
BCEHBSKCWLPMDN-MGPLVRAMSA-N	Fc1ccc(c(c1)F)[C@]([C@H](c1ncncc1F)C)(Cn1cncn1)O
LIETVYHJBSLSSW-NSHDSACASA-N	Oc1cc2cc3[C@@H](O)CCC(=O)c3c(c2c(c1)C)O
YJRFSGBALGYJAS-UHFFFAOYSA-M	CCOc1ccc(cc1)NC(=O)c1ccc(nc1)C(=O)[O-]
USOXQZNJFMKTKJ-XVNBXDOJSA-N	N#C/C(=C\c1ccc(c(c1)O)O)/C(=O)N
HKHOVJYOELRGMV-XYOKQWHBSA-N	N#C/C(=C\c1ccc(c(c1)O)O)/C(=O)Nc1ccccc1
ULSDMUVEXKOYBU-ZDUSSCGKSA-O	O=C1OC[C@@H](N1)Cc1ccc2c(c1)c(CC[NH+](C)C)c[nH]2
PWZDJIUQHUGFRJ-UHFFFAOYSA-O	Clc1ccccc1N1CC[NH2+]CC1
PCOBBVZJEWWZFR-UHFFFAOYSA-N	CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F
HAUXRJCZDHHADG-UHFFFAOYSA-M	[O-]c1ncc(c(=O)[nH]1)C#N
ZRYZBEQILKESAW-UHFFFAOYSA-N	C=Cc1c[nH]c(=O)[nH]c1=O
NNRSVGLUJAPMQD-UHFFFAOYSA-O	Clc1ccc(cc1Cl)NC(=[NH2+])N
KTEPQLOOQDLKHF-BQBZGAKWSA-O	C[C@H]1C[NH2+]C[C@@H]1c1c[nH]cn1
YLJREFDVOIBQDA-UHFFFAOYSA-O	Nc1c2CCCCc2[nH+]c2c1cccc2
USFUFHFQWXDVMH-UHFFFAOYSA-N	O=C(Nc1snc(c1)C)Nc1ccc2c(c1)ccn2C
VOPNWXZDJKCCRE-UHFFFAOYSA-N	COc1cc2c(ncnc2cc1OC)Nc1ccc(c(c1)Cl)F
IFTBWNUUCSQRDJ-UHFFFAOYSA-N	Brc1ccccc1S(=O)(=O)[N-]c1onc(c1C)C
JVPXYKUMAHPCRQ-UHFFFAOYSA-N	Nc1ccccc1S(=O)(=O)[N-]c1onc(c1C)C
YERQOXAYAFWFEJ-UHFFFAOYSA-O	Ic1cccc2c1cc(s2)C(=[NH2+])N
KYHISOZRMVLEAX-UHFFFAOYSA-N	Cn1nc(c2cncs2)c2c(c1=O)cccc2
NFMADGYJLRYPSL-UHFFFAOYSA-N	NC(=O)C1=C(c2ccccc2)c2c(C1=O)cccc2
OQAPWZCMAFFBBL-UHFFFAOYSA-N	Oc1ccc2c(c1)ncn2c1ccccc1
XRBRBRUNDFTBCC-NEPJUHHUSA-O	Clc1ccc(cn1)C1=C[C@@H]2[NH+]([C@H](C1)CC2)C
COLFYBOAYSPFEQ-UHFFFAOYSA-N	Brc1ccc2c(c1)c1nn(c(c1cn2)O)c1ccccc1
VBFQIUOSXHUWCT-UHFFFAOYSA-N	c1cnc([nH]1)c1cc2c(o1)cccc2
XKFMBGWHHBCWCD-MRVPVSSYSA-O	C1C[C@@H]([NH2+]1)COc1cccnc1
YRVIKLBSVVNSHF-SNVBAGLBSA-O	Cc1ncccc1OC[C@H]1CCC[NH2+]1
CZUORGWXUVRUMV-UHFFFAOYSA-N	CC(c1ncc([nH]c1=O)Cc1ccccc1)C
XPSQPHWEGNHMSK-SECBINFHSA-O	C[NH2+][C@H]1Cc2c(CC1)[nH]c1c2cc(cc1)C(=O)N
MXBKZYGNMKXYQE-QMMMGPOBSA-N	[O-]C(=O)[C@H](CC(=O)c1ccc(c(c1)Cl)Cl)[NH3+]
HYKGLCSXVAAXNC-UHFFFAOYSA-N	CN(c1ccc(cc1)c1nc2c(s1)cccc2)C
YBSDQTBCNYWBMX-ONEGZZNKSA-N	Fc1ccc2c(c1)[nH]cc2/C=C/c1cccnc1
YDWIUFASTTZKNI-KGLIPLIRSA-M	[O-]C(=O)[C@@H](C[C@@H](C(=O)[O-])[NH3+])Cc1ccc2c(c1)cccc2
BHWCZLOXTLWZAQ-UHFFFAOYSA-N	Cc1oc(c(n1)c1ccccc1)c1ccncc1
MYSWGUAQZAJSOK-UHFFFAOYSA-N	Fc1cc2c(cc1N1CC[NH2+]CC1)n(cc(c2=O)C(=O)[O-])C1CC1
FAKRSMQSSFJEIM-RNFRBKRXSA-M	SC[C@H](C(=O)N1CCC[C@@H]1C(=O)[O-])C
SNPPWIUOZRMYNY-VIFPVBQESA-O	Clc1cccc(c1)C(=O)[C@@H]([NH2+]C(C)(C)C)C
BGRJTUBHPOOWDU-LLVKDONJSA-O	COc1ccc(cc1C(=O)NC[C@H]1CCC[NH+]1CC)S(=O)(=O)N
NDAUXUAQIAJITI-GFCCVEGCSA-O	OCc1cc(ccc1O)[C@@H](C[NH2+]C(C)(C)C)O
PUXBGTOOZJQSKH-QMMMGPOBSA-M	[O-]C(=O)[C@H](c1ccc2c(c1)[nH]c1c2cc(cc1)Cl)C
AQHHHDLHHXJYJD-CQSZACIVSA-O	O[C@@H](COc1cccc2c1cccc2)C[NH2+]C(C)C
HYYBABOKPJLUIN-UHFFFAOYSA-M	[O-]C(=O)c1ccccc1Nc1cccc(c1C)C
VOKSWYLNZZRQPF-NIKGAXFTSA-O	CC(=CC[NH+]1CC[C@@]2([C@@H]([C@H]1Cc1c2cc(cc1)O)C)C)C
BCGWQEUPMDMJNV-UHFFFAOYSA-O	C[NH+](CCCN1c2ccccc2CCc2c1cccc2)C
GDLIGKIOYRNHDA-UHFFFAOYSA-O	C[NH+](CCCN1c2ccccc2CCc2c1cc(Cl)cc2)C
PWWVAXIEGOYWEE-ZDUSSCGKSA-O	C[NH+]([C@H](CN1c2ccccc2Sc2c1cccc2)C)C
MRBDMNSDAVCSSF-UHFFFAOYSA-O	Cc1ccc(cc1)N(c1cccc(c1)O)CC1=[NH+]CCN1
LSLYOANBFKQKPT-PIGZYNQJSA-O	C[C@H](Cc1ccc(cc1)O)[NH2+]C[C@H](c1cc(O)cc(c1)O)O
JIVPVXMEBJLZRO-CQSZACIVSA-N	O=C1N[C@@](c2c1cccc2)(O)c1ccc(c(c1)S(=O)(=O)N)Cl
FKPMZNSEGYFIDN-UHFFFAOYSA-M	[O-][N+](=O)c1ccc(cc1)c1nc([O-])c2c(n1)c(O)ccc2
ZWCBMSNYXIFTCM-UHFFFAOYSA-N	COc1cccc2c1nc(C)[nH]c2=O
JRDFYUFZPYBDNH-UHFFFAOYSA-M	O=c1nc([nH]c2c1cccc2[O-])c1ccccc1
CJXMJXBJIWEHRP-UHFFFAOYSA-N	Cc1nc2c(C)cccc2c(=O)[nH]1
URXUAYQZIDJXGT-UHFFFAOYSA-N	N#CC1(CCC(=O)CC1)c1ccc(c(c1)OC1CCCC1)OC
WFGFEOLNELJISV-UHFFFAOYSA-N	O=C(c1cc(nc2c1cccc2)c1ccccc1)NCc1ccccc1
HKFMQJUJWSFOLY-OAQYLSRUSA-O	Fc1ccc(cc1)c1cncc(c1)C[NH2+]C[C@H]1CCc2c(O1)cccc2
BURWKXUNJOXCGV-GFCCVEGCSA-N	CCC(=O)NCC[C@H]1CCc2c1cc(OC)cc2
LGTXUPUULSWTNA-UHFFFAOYSA-N	Nc1nc(SCc2ccccc2)nc(c1)Cl
MEHHCBRCXIDGKZ-UHFFFAOYSA-N	CC(=CCc1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O)C
UJSFKTUZOASIPA-UHFFFAOYSA-N	OCc1onc(c1c1ccc(cc1)S(=O)(=O)N)c1ccccc1
IZWVMBDZDRQDDZ-UHFFFAOYSA-N	c1ccc(cc1)Nc1ncnc2c1c([nH]n2)Nc1ccccc1
AHGPJTPKYJMRNU-HNNXBMFYSA-N	COc1cc(ccc1OC)S(=O)(=O)N[C@H]1CCc2c1cccc2
OZLLCTRRCDHJDG-UHFFFAOYSA-N	COc1cc(ccc1OC)S(=O)(=O)N1CCc2c1cccc2
UAKWLVYMKBWHMX-RVDMUPIBSA-N	O=C1Nc2c(/C/1=C\c1ccc(cc1)N(C)C)cccc2
VFPFQHQNJCMNBZ-UHFFFAOYSA-N	CCOC(=O)c1cc(O)c(c(c1)O)O
HOYBUTQLFZKDDU-UHFFFAOYSA-O	CCc1cc(C)cc([nH+]1)N
QGCCHDIBMYPTPX-UHFFFAOYSA-O	CCCc1cc(C)cc([nH+]1)N
KWZJHWXZCUMXJX-UHFFFAOYSA-O	Cc1cc([nH+]c(c1)N)C(C)C
DHCOPPHTVOXDKU-UHFFFAOYSA-N	CCc1nn(c2c1CCn1c2nnc1c1cccs1)C1CCCC1
XXQLSAWUSXSJTK-GFCCVEGCSA-O	Cc1cccc2c1CC[C@H]2c1c[nH]c[nH+]1
LFVIGPLSBDXHSL-LURJTMIESA-M	[O-]C(=O)[C@H](CC(=O)c1ccc(c(c1)Cl)Cl)C
AWDORCFLUJZUQS-ZDUSSCGKSA-O	C[C@H]1C[NH2+]CCCN1S(=O)(=O)c1cccc2c1c(C)cnc2
AWDORCFLUJZUQS-CYBMUJFWSA-O	C[C@@H]1C[NH2+]CCCN1S(=O)(=O)c1cccc2c1c(C)cnc2
KULFBKTWESBCBG-UHFFFAOYSA-O	[NH3+]CCc1c[nH]c2c1cc(cc2)c1cccs1
IJYJIPDFDHBJTD-GFCCVEGCSA-N	Fc1cccc(c1)[C@H]1CC(=O)c2c(N1)cc1c(c2)OCO1
JRNYLCIPPWHNEJ-UHFFFAOYSA-O	Brc1ccc(cn1)N1CC[NH2+]CCC1
CLRANNZHQRADST-UHFFFAOYSA-O	COc1cncc(c1)N1CC[NH2+]CCC1
RUYDBTKHRKQOLY-UHFFFAOYSA-N	COc1ccc2c(c1)c(CCNC(=O)C)cc(c2)c1cccc(c1)N
OLUKILHGKRVDCT-UHFFFAOYSA-N	O=C1Nc2ccccc2c2c(C1)c1cc(ccc1[nH]2)[N+](=O)[O-]
JJEXWPHPFZLTCU-UHFFFAOYSA-O	O=c1[nH]c2c([nH]1)cc(cc2)C#CC[NH+]1CCC(CC1)Cc1ccccc1
RLKWQKZPCMICPS-UHFFFAOYSA-N	Cc1sc(c2c1C(=CCC2)c1c[nH]cn1)C
NHIVSZSQTXULFK-UHFFFAOYSA-N	COc1cccc(c1)Oc1ccc(cc1)NC(=O)C
NAPWZWBSYULTDU-UHFFFAOYSA-N	CCC(=O)Nc1ccc(cc1)Oc1cccc(c1)OC
XJHABGPPCLHLLV-UHFFFAOYSA-N	O=c1[nH]c(=O)c2c3c1cccc3ccc2
ACBYRQONKZKIIY-GFCCVEGCSA-N	COc1ccc(cc1OCC1CC1)[C@@H](Cn1cc[nH]c1=O)C
NRZMYAMJWLAEEH-UHFFFAOYSA-N	S=c1[nH]ccn1Cc1ccco1
LDBTVAXGKYIFHO-UHFFFAOYSA-N	COc1cc(ccc1OC)Cc1cnc(nc1N)N
UKHFPVCOXBJPIN-UHFFFAOYSA-N	COC(=O)c1ncc2c(c1)c1ccccc1[nH]2
