Standard_InChI_Key, UniProt_Accession, Ambiguity, Count_below10uM, Count_over10uM, max_IC50, min_IC50
VGGGPCQERPFHOB-RDBSUJKOSA-N, P15145, Active_tentative, 100, 8, 13100.0, 5.0
VGGGPCQERPFHOB-RDBSUJKOSA-N, P15144, Ambiguous_byMajorityVote, 28, 36, 471600.0, 0.81
VGGGPCQERPFHOB-RDBSUJKOSA-N, P28838, Inactive_all, 0, 4, 11200.0, 11200.0
VGGVRYBMGLIVTI-UHFFFAOYSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 50000.0, 8300.0
VGIRMEVVGZWCOH-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 20830.0, 1090.0
VGLHACPDHFTHIZ-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 9430.0
VGMDAWVZNAXVDG-UHFFFAOYSA-N, Q8IXJ6, Ambiguous_byMajorityVote, 2, 4, 42800.0, 10000.0
VGMDAWVZNAXVDG-UHFFFAOYSA-N, Q96EB6, Ambiguous_byMajorityVote, 2, 2, 50000.0, 8000.0
VGOIHDHZVUWSQS-JXMROGBWSA-N, Q96LD8, Ambiguous_byMajorityVote, 2, 2, 99000.0, 1640.0
VGOIHDHZVUWSQS-JXMROGBWSA-N, Q9GZR1, Ambiguous_byMajorityVote, 2, 2, 20000.0, 1530.0
VGQKWMLIBUTHGG-UHFFFAOYSA-N, Q9HAZ1, Ambiguous_byMajorityVote, 1, 1, 26020.0, 10000.0
VGSAKAXHLKUBTF-UHFFFAOYSA-N, Q2TB90, Ambiguous_MaxIC50_too_high, 2, 1, 80000.0, 6270.0
VGUVODKHAXZFSU-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 9830.0
VHKBTPQDHDSBSP-UHFFFAOYSA-N, Q15858, Ambiguous_MaxIC50_too_high, 6, 3, 35340.0, 6740.0
VHKBTPQDHDSBSP-UHFFFAOYSA-N, Q14524, Ambiguous_MaxIC50_too_high, 9, 3, 32820.0, 2000.0
VHKBTPQDHDSBSP-UHFFFAOYSA-N, Q9NY46, Active_tentative, 6, 3, 11760.0, 2450.0
VHNZYWHVMHKOGR-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10800.0, 9460.0
VHSIEYYFBUUDJV-NOCHOARKSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 50000.0, 5600.0
VHSPKQAESIGBIC-UHFFFAOYSA-N, P11597, Ambiguous_MaxIC50_too_high, 6, 1, 29998.53, 3.0
VHTNZIIBDZALGY-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 13200.0, 9110.0
VHTSZLREWQQDMO-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 18300.0, 6164.0
VHTWQMIWARETAV-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 14100.0, 7010.0
VHVPQPYKVGDNFY-ZPGVKDDISA-N, P51679, Active_tentative, 15, 6, 12589.25, 200.0
VHVPQPYKVGDNFY-ZPGVKDDISA-N, P25024, Ambiguous_MaxIC50_too_high, 12, 6, 20800.0, 100.0
VHVPQPYKVGDNFY-ZPGVKDDISA-N, P30518, Active_tentative, 12, 6, 12589.25, 794.33
VHYMTONJMUPWNU-UHFFFAOYSA-N, Q9Y2R2, Ambiguous_MaxIC50_too_high, 3, 2, 22000.0, 8500.0
VIFSSLHUQKUVOG-UHFFFAOYSA-N, P22906, Ambiguous_byMajorityVote, 1, 2, 105000.0, 7940.0
VIMOVYKCVLCLBD-NSIKDUERSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 3570.0
VINIGNOYIVRCAW-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 19600.0, 200.0
VIYGRMYFKBEEHI-UHFFFAOYSA-N, Q15858, Ambiguous_byMajorityVote, 1, 1, 33000.0, 400.0
VJHUYDLSNDDSJO-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 2, 2, 60100.0, 6120.0
VJHUYDLSNDDSJO-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 2, 2, 10200.0, 6070.0
VJJPUSNTGOMMGY-MRVIYFEKSA-N, P42574, Ambiguous_byMajorityVote, 8, 10, 50000.0, 1000.0
VJJPUSNTGOMMGY-MRVIYFEKSA-N, P11388, Ambiguous_byMajorityVote, 2, 20, 92900.0, 12.5
VJLWXMRFMHLDQI-KZNAEPCWSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 150.0
VKAHIULTISIANE-UHFFFAOYSA-N, Q05769, Ambiguous_byMajorityVote, 1, 2, 91000.0, 43.0
VKHAHZOOUSRJNA-GCNJZUOMSA-N, P03372, Ambiguous_MaxIC50_too_high, 7, 1, 23638.0, 1000.0
VKHQVZALROIDPM-UHFFFAOYSA-N, Q05397, Ambiguous_byMajorityVote, 1, 1, 30000.0, 4300.0
VKJGBAJNNALVAV-UHFFFAOYSA-M, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 100000.0, 7660.0
VKVKLBBLGMJVQO-LICLKQGHSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 49712.0, 8079.0
VKWBCXTWBIZSAM-KEBDBYFISA-N, Q9Y5Y4, Ambiguous_byMajorityVote, 1, 1, 100000.0, 1580.0
VLFCXTFESFXLMC-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 100000.0, 5220.0
VLGZMEDFRZZIRD-JXMROGBWSA-N, Q96LD8, Ambiguous_byMajorityVote, 2, 2, 23000.0, 7410.0
VLGZMEDFRZZIRD-JXMROGBWSA-N, Q9GZR1, Ambiguous_byMajorityVote, 2, 2, 20000.0, 7330.0
VLKVMYBEIKOHEI-YVMONPNESA-N, Q9NUW8, Ambiguous_byMajorityVote, 1, 1, 69000.0, 2200.0
VLMGGSUCFHYTFW-UHFFFAOYSA-N, Q96LD8, Ambiguous_MaxIC50_too_high, 2, 1, 100000.0, 1630.0
VLVGFDVCAALBOS-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 46709.24, 6499.44
VLWVNUOUJXQVQQ-FMIVXFBMSA-N, Q9UNQ0, Ambiguous_byMajorityVote, 1, 1, 11890.0, 5680.0
VLXKKLBPHRIIRN-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 11400.0, 9860.0
VMAQYWUMZIJZSM-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 24500.0, 7150.0
VMBSMRLYXJOQEZ-UHFFFAOYSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 80000.0, 6230.0
VMCWRPDYMGLLED-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 22300.0, 9710.0
VMFXYTSKMWPHQH-UHFFFAOYSA-N, Q02083, Active_tentative, 2, 1, 17000.0, 4500.0
VMHSLUQIXCLGPO-UHFFFAOYSA-N, P15559, Ambiguous_byMajorityVote, 1, 1, 41000.0, 150.0
VMKZONFCLQHJDD-XDNSFTERSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 11900.0, 1200.0
VMNXPUCTWIHZCR-UHFFFAOYSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 2260.0
VMQCDHZIZSZRRG-WJDWOHSUSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 3200.0
VMUZDXCLODOOOJ-PKOBYXMFSA-N, Q9HCR9, Ambiguous_byMajorityVote, 1, 1, 13000.0, 1500.0
VNDXXOXOZNKUAW-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 17500.0, 5300.0
VNFPBHJOKIVQEB-UHFFFAOYSA-N, P25024, Active_tentative, 10, 2, 10800.0, 1995.26
VNFPBHJOKIVQEB-UHFFFAOYSA-N, P30518, Ambiguous_byMajorityVote, 4, 4, 15848.93, 2511.89
VNHOFPGOOLRCLG-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 6840.0
VNKZUIQYDPSIQM-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 32100.0, 4890.0
VNLYWXSBBWPODL-UHFFFAOYSA-N, Q27757, Ambiguous_byMajorityVote, 1, 2, 50000.0, 54.0
VNNHFJLDOVXNOG-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 14400.0, 1990.0
VNPLYCKZIUTKJM-UHFFFAOYSA-N, P10145, Ambiguous_byMajorityVote, 1, 1, 79000.0, 6960.0
VNUUOFTVFCRCLO-ZMOGYAJESA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 17400.0, 4080.0
VNXHYDLIKDKGJP-UHFFFAOYSA-N, P34949, Ambiguous_byMajorityVote, 1, 1, 42522.0, 2650.0
VNYBTNPBYXSMOO-UHFFFAOYSA-M, P22303, Ambiguous_byMajorityVote, 1, 1, 40000.0, 360.0
VOAOXYYRHVDNNJ-UHFFFAOYSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 12500.0, 6900.0
VOCAUMUELJMEHG-HHHXNRCGSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 15000.0, 90.0
VOIVZIWKXIALNL-UHFFFAOYSA-N, Q13535, Ambiguous_byMajorityVote, 1, 1, 13000.0, 130.0
VOLQHIMUSFKTJG-UHFFFAOYSA-N, P48145, Ambiguous_byMajorityVote, 1, 1, 20000.0, 5365.0
VOMJABLLAXJBNQ-FXBPSFAMSA-N, O14727, Ambiguous_MaxIC50_too_high, 4, 2, 100000.0, 3930.0
VOMJABLLAXJBNQ-FXBPSFAMSA-N, Q15149, Ambiguous_byMajorityVote, 2, 4, 200000.0, 1560.0
VONVJOGSLHAKOX-UHFFFAOYSA-N, P06858, Ambiguous_byMajorityVote, 1, 1, 42000.0, 1400.0
VOPWCDJBVPMVLJ-FQEVSTJZSA-N, P42336, Ambiguous_byMajorityVote, 1, 1, 12000.0, 4700.0
VOQMETKMNGYFQC-RAXLEYEMSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 13000.0, 3150.0
VOXDPCCVKHNSMP-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 10400.0, 2910.0
VPARHBQJMQJCRC-UHFFFAOYSA-N, O60760, Ambiguous_byMajorityVote, 1, 1, 76400.0, 1900.0
VPCKZQXZZUBGAD-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 16493.0, 9240.0
VPDSKJMUTGIXQJ-UHFFFAOYSA-N, P07858, Ambiguous_byMajorityVote, 1, 1, 15400.0, 4400.0
VPFUDKUZTSIJRY-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 10400.0, 8190.0
VPGSHWKKZVAVBK-LJQANCHMSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 16000.0, 3400.0
VPXVPJQOPRBXPO-UHFFFAOYSA-N, P22303, Ambiguous_MaxIC50_too_high, 6, 3, 28300.0, 1.5
VPYGLYRRXAUOPL-UHFFFAOYSA-N, P56817, Ambiguous_MaxIC50_too_high, 5, 1, 91000.0, 4200.0
VQBRXXZGWAGVHY-UHFFFAOYSA-N, P38936, Ambiguous_byMajorityVote, 1, 1, 20000.0, 4100.0
VQDRHZVLRCGSFX-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 20190.0, 5445.0
VQNOKAIGVHODDW-UHFFFAOYSA-N, P31751, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 2057.0
VQPJWSZWDZNVOJ-UHFFFAOYSA-N, P35236, Active_tentative, 4, 2, 11211.0, 200.0
VQPJWSZWDZNVOJ-UHFFFAOYSA-N, Q64346, Active_tentative, 6, 2, 14600.0, 7380.0
VQWUSTLVSKKFKL-UHFFFAOYSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 13000.0, 7800.0
VQZZCUQFESPTMT-UHFFFAOYSA-N, Q13535, Ambiguous_byMajorityVote, 1, 1, 30000.0, 3300.0
VRZLMSMBSGRBMV-BWDMCYIDSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 8540.0
VSAACOMACMBQKJ-YWIYQGBMSA-N, P49721, Ambiguous_MaxIC50_too_high, 3, 1, 50000.0, 22.0
VSEYUALMNQZXOG-UHFFFAOYSA-N, Q6PIU2, Ambiguous_byMajorityVote, 1, 1, 37000.0, 2200.0
VSJKWCGYPAHWDS-FQEVSTJZSA-N, P11387, Ambiguous_MaxIC50_too_high, 13, 3, 127000.0, 300.0
VSKQBNLMLOXVED-AFUMVMLFSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 1580.0
VSRQWJVOVDOTOW-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 3569.49
VTANJBBCJPIRSD-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 14200.0, 5970.0
VTEKNXCWZXDPEY-UHFFFAOYSA-N, Q9HC16, Ambiguous_byMajorityVote, 1, 1, 99000.0, 2870.0
VTKMKUNXUMLCNH-MOSHPQCFSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 7150.0
VUEJEXLJWRWAPG-BRWVUGGUSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 10.0
VUIFWFMNHOKVCD-UHFFFAOYSA-N, P29274, Ambiguous_byMajorityVote, 1, 1, 54954.09, 10000.0
VUJJZSHDRCEVLA-UHFFFAOYSA-N, P11473, Ambiguous_byMajorityVote, 1, 1, 75000.0, 3200.0
VUJUEAUABOVQDK-UHFFFAOYSA-N, P11715, Ambiguous_byMajorityVote, 1, 1, 10010.0, 65.1
VUJYIIWLRJBFNL-IRJALKPHSA-N, P21554, Ambiguous_byMajorityVote, 2, 10, 17000.0, 930.0
VUJYIIWLRJBFNL-IRJALKPHSA-N, P34972, Active_tentative, 10, 2, 17000.0, 0.55
VUSRFTDIRYHHTA-UHFFFAOYSA-N, P79208, Active_tentative, 2, 1, 12500.0, 850.0
VUULCTWERJCIOD-UHFFFAOYSA-N, Q9H244, Ambiguous_MaxIC50_too_high, 3, 1, 22000.0, 59.0
VVEBCFHKQVSMJG-WSDLNYQXSA-N, Q07817, Ambiguous_byMajorityVote, 1, 1, 15000.0, 2200.0
VVFRJCXNTHXSOG-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 2, 2, 100000.0, 4520.0
VVNCNSJFMMFHPL-GSVOUGTGSA-N, P44514, Inactive_all, 0, 1, 13700.0, 13700.0
VVPUCUGDURQRLD-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 11000.0, 1300.0
VVQZEWVOOOTEQG-UHFFFAOYSA-N, P61956, Ambiguous_byMajorityVote, 2, 2, 46150.0, 6240.0
VVQZEWVOOOTEQG-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 2, 2, 51550.0, 2140.0
VVSXVRNUMNINTL-WHFBIAKZSA-N, P43235, Ambiguous_byMajorityVote, 1, 1, 30000.0, 10000.0
VWGKXDUPRHRCAO-UHFFFAOYSA-N, P39900, Ambiguous_byMajorityVote, 1, 1, 13000.0, 230.0
VWIISSWYCHCMFO-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 32000.0, 10000.0
VWIXUROTJVJZOL-UHFFFAOYSA-N, P34949, Ambiguous_byMajorityVote, 1, 1, 100000.0, 10000.0
VWMWTZJDARCZMJ-UHFFFAOYSA-N, Q16539, Active_tentative, 2, 1, 19900.0, 4100.0
VWSOGWYHWFMHSV-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 13300.0, 6310.0
VWTVRHAEVXUNGT-UHFFFAOYSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 25300.0, 7390.0
VWXQUPFCRZNOCW-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 11900.0, 8200.0
VXDQDIVHBFUZKI-PGACXJNKSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 5260.0
VXFBCNYRWVUPJJ-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 7211.78
VXGDVBLSZVOUJJ-VOTSOKGWSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10100.0, 6860.0
VXJHIIBUFJFRMV-UHFFFAOYSA-N, Q16665, Ambiguous_byMajorityVote, 1, 1, 30000.0, 2000.0
VXLRPUBURYXJIK-UHFFFAOYSA-N, P20618, Ambiguous_byMajorityVote, 1, 1, 11600.0, 600.0
VXMOONUMYLCFJD-DHLKQENFSA-N, P08183, Ambiguous_byMajorityVote, 1, 1, 12600.0, 8600.0
VXRBZMXRUAKHJF-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 11510.32, 1160.74
VYBGLOQAJNUSCH-BDURURIASA-N, P08253, Ambiguous_byMajorityVote, 1, 1, 38320.0, 870.0
VYIVSXXVYHASDN-UHFFFAOYSA-N, Q96LD8, Ambiguous_MaxIC50_too_high, 2, 1, 100000.0, 2310.0
VYJYRILYFYRPCK-UHFFFAOYSA-N, P78536, Ambiguous_byMajorityVote, 1, 1, 50000.0, 3.3
VYOIHSHYYYZOMA-UHFFFAOYSA-N, Q08881, Ambiguous_byMajorityVote, 1, 1, 17000.0, 1100.0
VYOYSVRPLABGTC-UHFFFAOYSA-N, P51449, Ambiguous_MaxIC50_too_high, 2, 1, 48420.0, 300.0
VYZXSVKKNPHGGV-YVMONPNESA-N, P35750, Ambiguous_byMajorityVote, 1, 1, 15000.0, 2600.0
VZEYKHUSXMMBQZ-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 3, 3, 99000.0, 5700.0
VZEYKHUSXMMBQZ-UHFFFAOYSA-N, Q9GZR1, Ambiguous_byMajorityVote, 3, 3, 99000.0, 6660.0
VZEYKHUSXMMBQZ-UHFFFAOYSA-N, P42574, Ambiguous_byMajorityVote, 3, 3, 11000.0, 5940.0
VZGLRGZNIAWDHX-UHFFFAOYSA-N, P56817, Ambiguous_byMajorityVote, 1, 1, 40000.0, 406.0
VZMWBURMKWVEHU-KPKJPENVSA-N, P21980, Ambiguous_byMajorityVote, 1, 1, 20000.0, 2100.0
VZPXDCIISFTYOM-UHFFFAOYSA-K, P49653, Ambiguous_byMajorityVote, 2, 2, 39810.72, 4000.0
VZPXDCIISFTYOM-UHFFFAOYSA-K, P41231, Active_tentative, 10, 2, 12000.0, 1620.0
VZTALPISVQFMIG-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 23.0
VZXGLUNPCXMDDW-LGJNPRDNSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 29000.0, 1770.0
VZYXBVVJRMQQME-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 37132.65, 2643.0
WADUQFSVIHINPF-UHFFFAOYSA-N, Q96P20, Ambiguous_byMajorityVote, 1, 1, 100000.0, 5100.0
WAEXFXRVDQXREF-UHFFFAOYSA-N, P56524, Ambiguous_MaxIC50_too_high, 195, 30, 76000.0, 0.047
WAEXFXRVDQXREF-UHFFFAOYSA-N, Q9UQL6, Ambiguous_MaxIC50_too_high, 180, 25, 30000.0, 1.0
WAEXFXRVDQXREF-UHFFFAOYSA-N, P51843, Ambiguous_byMajorityVote, 5, 5, 67642.0, 747.17
WAEXFXRVDQXREF-UHFFFAOYSA-N, Q9UKV0, Ambiguous_MaxIC50_too_high, 135, 30, 141000.0, 10.0
WAEXFXRVDQXREF-UHFFFAOYSA-N, Q8WUI4, Ambiguous_MaxIC50_too_high, 160, 40, 105000.0, 1.0
WAFUNWOGJXKSSJ-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 19100.0, 5970.0
WALAWYGJYJBBGB-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 16143.89, 23.0
WBDQPITVPUAHAN-DRCQBYJMSA-N, P14555, Ambiguous_byMajorityVote, 3, 3, 96700.0, 1400.0
WBDQPITVPUAHAN-DRCQBYJMSA-N, P14423, Ambiguous_byMajorityVote, 3, 3, 65100.0, 7800.0
WBDQPITVPUAHAN-DRCQBYJMSA-N, P00630, Ambiguous_byMajorityVote, 3, 3, 94800.0, 2800.0
WBELOCIENAAVCE-UHFFFAOYSA-N, P34949, Ambiguous_byMajorityVote, 1, 1, 100000.0, 10000.0
WBGBOQGUFPAFOW-UHFFFAOYSA-N, O95977, Ambiguous_byMajorityVote, 1, 1, 11210.0, 1036.0
WBIBAACEZLKVDU-UHFFFAOYSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 26200.0, 9510.0
WBLZUCOIBUDNBV-UHFFFAOYSA-N, Q9P8Q7, Ambiguous_byMajorityVote, 3, 7, 53900.0, 4.2
WBNVGVTYQBOUQG-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 5540.0
WBPACDUKDQPTIY-CYVLTUHYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 14200.0, 9910.0
WBUXSJSEIMPRAS-KETUFZKJSA-N, P23739, Ambiguous_byMajorityVote, 2, 2, 329000.0, 290.0
WBWDWFZTSDZAIG-UHFFFAOYSA-M, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 8370.0
WBXPDJSOTKVWSJ-ZDUSSCGKSA-N, P04818, Ambiguous_MaxIC50_too_high, 39, 18, 110000.0, 5700.0
WBXPDJSOTKVWSJ-ZDUSSCGKSA-N, P00374, Ambiguous_MaxIC50_too_high, 42, 3, 66000.0, 1400.0
WBXPDJSOTKVWSJ-ZDUSSCGKSA-N, Q07422, Active_tentative, 42, 3, 14000.0, 430.0
WBYNNXAAHMFJJC-UHFFFAOYSA-N, Q13393, Ambiguous_byMajorityVote, 1, 1, 20000.0, 3200.0
WCGUUGGRBIKTOS-GPOJBZKASA-N, P00489, Active_tentative, 9, 3, 15300.0, 8912.51
WCGUUGGRBIKTOS-GPOJBZKASA-N, P24666, Ambiguous_byMajorityVote, 3, 3, 11100.0, 7200.0
WCGUUGGRBIKTOS-GPOJBZKASA-N, P10586, Ambiguous_byMajorityVote, 3, 3, 40000.0, 3800.0
WCLOWKRTLPNLSV-JVWAILMASA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 23706.0, 585.02
WCONAUUNWGJNIE-UHFFFAOYSA-N, Q13093, Ambiguous_MaxIC50_too_high, 8, 2, 100000.0, 20.0
WCRKUBGTWMEDDH-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 28700.0, 8750.0
WCVSEYBAUIPDKB-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 6830.0
WDERFMIIJYFHQP-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 13900.0, 7950.0
WDFKMLRRRCGAKS-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 4560.0
WDFZXMUIFGGBQF-RITPCOANSA-N, P27487, Ambiguous_byMajorityVote, 1, 2, 21000.0, 0.8
WDGNCIKLOCPBEJ-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 17200.0, 9820.0
WDICSUDVHFDUJU-RMVJEJMNSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 16900.0, 8590.0
WDKJUWYFSCMORY-UHFFFAOYSA-N, Q9Y5Y4, Ambiguous_byMajorityVote, 1, 1, 100000.0, 105.0
WDKQLYHQNBQDHB-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 1660.0
WDQPAMHFFCXSNU-BGABXYSRSA-N, P25779, Ambiguous_byMajorityVote, 1, 1, 40000.0, 6000.0
WDXRGPWQVHZTQJ-AUKWTSKRSA-N, Q96RI1, Ambiguous_byMajorityVote, 1, 2, 100000.0, 4100.0
WEDLBIIPKYTHPW-PPDFBGJRSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 7220.0
WEHMXUQKHFVNFA-DZGIFAGBSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 39300.0, 22.0
WEMDMVHBYVEMGI-UHFFFAOYSA-N, Q9Y5Y4, Ambiguous_byMajorityVote, 1, 1, 100000.0, 360.0
WEVWZSBUDWIYDU-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 12700.0, 9540.0
WEXIMUHIBVNFJN-UHFFFAOYSA-N, Q16665, Ambiguous_byMajorityVote, 1, 1, 22000.0, 6000.0
WEYOPBNVLRLEHT-QNGOZBTKSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 1540.0
WFCYKDYHKUFRLH-UHFFFAOYSA-N, Q9Y5Y4, Ambiguous_byMajorityVote, 1, 1, 32000.0, 340.0
WFFGLCACXZWRGE-BQYZZHICSA-N, P28074, Ambiguous_MaxIC50_too_high, 3, 1, 50000.0, 2800.0
WFGMSKGMJCJZPQ-UHFFFAOYSA-N, P16152, Ambiguous_byMajorityVote, 1, 1, 20000.0, 3000.0
WFGNJLMSYIJWII-UHFFFAOYSA-N, P10696, Ambiguous_byMajorityVote, 1, 1, 10200.0, 8430.0
WFIQERMMRUFIDB-UHFFFAOYSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 13400.0, 7900.0
WFKUTCSJWDWLLR-UHFFFAOYSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 38000.0, 8700.0
WFPTWGXJURKSDH-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 100000.0, 3450.0
WFQOKEXMEQQLJZ-BZUAXINKSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 670.0
WFSIMDXRURSONJ-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 38700.0, 7190.0
WFVDDRNOSIGRHM-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 22200.0, 5940.0
WGABLHIJVWTAKI-UHFFFAOYSA-N, P45452, Ambiguous_byMajorityVote, 1, 1, 100000.0, 194.0
WGJKWEIOYXFSSO-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 44965.0, 1934.0
WGVPSTQRQHGEEP-QRWLVFNGSA-N, P08684, Ambiguous_byMajorityVote, 2, 2, 11000.0, 350.0
WGVPSTQRQHGEEP-QRWLVFNGSA-N, P11712, Ambiguous_byMajorityVote, 2, 2, 11000.0, 5900.0
WGXNPTNIXGROQI-RCCKNPSSSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 27900.0, 2420.0
WHHAEBOHMHRZGW-UHFFFAOYSA-N, P03956, Ambiguous_byMajorityVote, 1, 1, 11000.0, 920.0
WHIMJTFHOFINSI-UHFFFAOYSA-N, Q96GD4, Ambiguous_byMajorityVote, 1, 1, 24240.0, 3045.0
WHIMNVXRVSWADG-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 11500.0, 3060.0
WHKXEEKQWUZWAX-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 16551.0, 9245.0
WHLNMNIEBYREDM-SSZFMOIBSA-N, O95136, Ambiguous_byMajorityVote, 1, 1, 11450.0, 9668.0
WHNNOHLGTSGBMC-SZUFIYSYSA-N, P21554, Ambiguous_byMajorityVote, 1, 1, 17000.0, 4247.0
WHTCPDAXWFLDIH-KQYNXXCUSA-N, P49652, Ambiguous_byMajorityVote, 1, 1, 14900.0, 4190.0
