InChIKey	SMILES	Name	Synonyms
NYXJFBFDAFPUOG-XANCMCCPSA-N	c1cc(c(cc1C#N)F)COc2ccc3cc(ccc3c2)S(=O)(=O)N[C@H]4CC[C@H](C[C@H]4C(=O)O)C(=O)O	(1R,3R,4S)-4-[({6-[(4-CYANO-2-FLUOROBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)AMINO]CYCLOHEXANE-1,3-DICARBOXYLIC ACID	
AKGWVDBXMHMMSD-UHFFFAOYSA-N	Cc1cc(ccc1C(=O)NC2CC2)c3cnn4c3nc(cc4NCCN5CCOCC5)Oc6ccccc6	N-cyclopropyl-2-methyl-4-(7-{[2-(morpholin-4-yl)ethyl]amino}-5-phenoxypyrazolo[1,5-a]pyrimidin-3-yl)benzamide	
CNFSTRPHYZHTGV-UHFFFAOYSA-N	c1cc2c(cc1C(F)(F)F)c(c(n2Cc3ccnc(c3)N)C(=O)O)C4=CC=CNC4=O	1-[(2-aminopyridin-4-yl)methyl]-3-(2-oxo-1,2-dihydropyridin-3-yl)-5-(trifluoromethyl)-1H-indole-2-carboxylic acid	
DKKCMDSCGHLOLY-UHFFFAOYSA-N	c1cc2c(cc1C(F)(F)F)c(c(n2Cc3ccnc(c3)N)C(=O)O)N4C(=O)c5cscc5NC4=O	1-[(2-aminopyridin-4-yl)methyl]-3-(2,4-dioxo-1,2-dihydrothieno[3,4-d]pyrimidin-3(4H)-yl)-5-(trifluoromethyl)-1H-indole-2-carboxylic acid	
KRIVDSIBMDCVLL-DEOSSOPVSA-N	Cc1cccc(c1NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](c4ccccc4)C(=O)O)Cl	(2S)-{[(3-{[(2-chloro-6-methylphenyl)carbamoyl]amino}naphthalen-2-yl)carbonyl]amino}(phenyl)ethanoic acid	
HGKCARZTNCHYIF-UHFFFAOYSA-N	c1cc(cc(c1)C(=O)O)CSCc2ccc(cc2Cl)Cl	3-[(2,4-DICHLOROPHENYL)METHYLSULFANYLMETHYL]BENZOIC ACID	
XZRYCTLOGNCQDG-UHFFFAOYSA-N	CC(C)(CO)NC(=O)c1ccc2c(c1)c(cn2C)c3cc4cccnc4[nH]3	N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide	
IOOYKINARCKSEF-UHFFFAOYSA-N	c1ccc(cc1)Cn2c3ccc(cc3c(c2C(=O)O)c4ccccc4F)Cl	1-benzyl-5-chloro-3-(2-fluorophenyl)-1H-indole-2-carboxylic acid	
CTQDLSDUHUFBQW-LEWJYISDSA-N	CC(C)[C@H](NS(=O)(=O)CCc1ccccc1)[P@](=O)(C[C@@H](c2cccc(c2)CN)C(=O)O)O	(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID	
QSDGMDKMSSYMKU-UHFFFAOYSA-N	c1cc2c(cc1c3nccc(n3)c4cc5c([nH]4)C6(CCNCC6)CNC5=O)OCO2	2'-[2-(1,3-benzodioxol-5-yl)pyrimidin-4-yl]-5',6'-dihydrospiro[piperidine-4,7'-pyrrolo[3,2-c]pyridin]-4'(1'H)-one	
SHGOSUGSVFEXFV-LBELIVKGSA-N	CCCCCCC[Se][C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	heptyl 1-seleno-beta-D-glucopyranoside	
DGOVAFNEOBXFEF-AWEZNQCLSA-N	Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)N[C@H](CNCCC2)C)C(=O)N	(6S)-6,15,15,18-tetramethyl-17-oxo-2,3,4,5,6,7,14,15,16,17-decahydro-1H-8,12-(metheno)[1,4,9]triazacyclotetradecino[9,8-a]indole-9-carboxamide	
UNVNHFHIKCWHHG-UHFFFAOYSA-N	CCCCC1=Nc2ccc(cc2C(=O)N1Cc3ccc(cc3)c4ccccc4c5[nH]nnn5)O	2-BUTYL-6-HYDROXY-3-[2'-(1H-TETRAZOL-5-YL)-BIPHENYL-4-YLMETHYL]-3H-QUINAZOLIN-4-ONE	L-159,061
GVACNUIKZUGUGU-JYFHCDHNSA-N	c1ccc2c(c1)-c3c[n+](ccc3[C@]2(C(=O)N4CCC[C@H]4C(=O)NCc5cc(ccc5CN)Cl)O)[O-]	3-AZA-9-HYDROXY-9-FLUORENYLCARBONYL-L-PROLYL-2-AMINOMETHYL-5-CHLOROBENZYLAMIDE, N-OXIDE	
BYTNEISLBIENSA-MDZDMXLPSA-N	CC(C)c1c(c(no1)c2c(cccc2Cl)Cl)COc3ccc(c(c3)Cl)\C=C\c4cccc(c4)C(=O)O	3-[(E)-2-(2-chloro-4-{[3-(2,6-dichlorophenyl)-5-(1-methylethyl)isoxazol-4-yl]methoxy}phenyl)ethenyl]benzoic acid	
HNEIRZJZTYYDES-VPZBFSRCSA-N	CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc5c(c4)OCO5	(3R,3AS,6AR)-HEXAHYDROFURO[2,3-B]FURAN-3-YL(2S,3R)-3-HYDROXY-4-(N-ISOBUTYLBENZO[D][1,3]DIOXOLE-5-SULFONAMIDO)-1-PHENYLBUTAN-2-YLCARBAMATE	RL-98065, [(1R,5S,6R)-2,8-DIOXABICYCLO[3.3.0]OCT-6-YL]N-[(2S,3R)-4-[(3,4-METHYLENEDIOXYPHENYL)SULFONYL-(2-METHYLPROPYL)AMINO]-3-HYDROXY-1-PHENYL-BUTAN-2-YL] CARBAMATE
JFHROPTYMMSOLG-UHFFFAOYSA-N	Cc1cc(cc2c1ncc(c2Nc3cccc(c3)OC)C(=O)N)S(=O)(=O)c4cccc(c4)C(=O)N(C)C	6-{[3-(dimethylcarbamoyl)phenyl]sulfonyl}-4-[(3-methoxyphenyl)amino]-8-methylquinoline-3-carboxamide	
FNXBXKCBXINKKL-UHFFFAOYSA-N	c1cc(ccc1n2cc(nn2)C34C5=C6[Ru]5378912(C6=C74)C3C8=C9C1=C23)S(=O)(=O)N	p-(4-ruthenocenyl-1H-1,2,3-triazol-1-yl)benzenesulfonamide	
QSVVRYPBRVSBDL-SFHVURJKSA-N	CC(=O)c1ccc(cc1)c2ccc(cc2)CC[C@@H](CC(=O)O)O	(3S)-5-(4'-ACETYLBIPHENYL-4-YL)-3-HYDROXYPENTANOIC ACID	
IRGXGFPSYHAJER-UHFFFAOYSA-N	c1cc(cc(c1)O)C(=O)NO	N,3-DIHYDROXYBENZAMIDE	
CUQANLQRQJHIQE-UHFFFAOYSA-N	COc1ccc(c(c1C(=O)O)OC)Br	3-bromo-2,6-dimethoxybenzoic acid	
INQOMBQAUSQDDS-UHFFFAOYSA-N	CI	Iodomethane	Methyl iodine
ZPGBLWCHXWTWDI-UHFFFAOYSA-N	Cc1ccc(cc1)n2c(cc(n2)C(C)(C)C)NC(=O)Nc3cccc(c3)Nc4ccc5c(c4)CCCCC5=O	1-[3-tert-butyl-1-(4-methylphenyl)-1H-pyrazol-5-yl]-3-{3-[(5-oxo-6,7,8,9-tetrahydro-5H-benzo[7]annulen-2-yl)amino]phenyl}urea	
QPCQIBFESZKAHD-HNNXBMFYSA-N	Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)N[C@H](C(=O)N(CCC2)C)C)C(=O)N	(6S)-4,6,15,15,18-pentamethyl-5,17-dioxo-2,3,4,5,6,7,14,15,16,17-decahydro-1H-12,8-(metheno)[1,4,9]triazacyclotetradecino[9,8-a]indole-9-carboxamide	
WQTXERXALASGRT-GOSISDBHSA-N	Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)NC[C@H]5CCCN5CCC2)C(=O)N	(3aR)-13,13,16-trimethyl-15-oxo-1,2,3,3a,4,5,12,14,15,17,18,19-dodecahydro-13H-10,6-(metheno)pyrrolo[2',1':3,4][1,4,9]triazacyclotetradecino[9,8-a]indole-7-carboxamide	
XPNLMZJVXKGMFM-MOPGFXCFSA-O	C[n+]1ccc(cc1)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)N	D-phenylalanyl-N-[(1-methylpyridinium-4-yl)methyl]-L-prolinamide	
LSKQRMBPLLMJRR-UHFFFAOYSA-N	c1ccc2c(c1)C(=O)NC(=N2)c3ccc(cc3)C(F)(F)F	2-[4-(trifluoromethyl)phenyl]-3H-quinazolin-4-one	
PRHQISJBVGJFKN-VXGQQCRQSA-N	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O[C@@H]4[C@H](O[C@H]([C@@H]4O)N5C=CC(=O)NC5=O)COP(=O)(O)S)S)OP(=O)(O)S)O)NC(=NC2=O)N	O-[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3,6-dihydro-9H-purin-9-yl)-2-({[(S)-({(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-4-hydroxy-2-[(thiophosphonooxy)methyl]tetrahydrofuran-3-yl}oxy)(sulfanyl)phosphoryl]oxy}methyl)-4-hydroxytetrahydrofuran-3-yl] dihydrogen (S)-phosphorothioate	
JSSUIPOIXFFFQU-NJAFHUGGSA-N	Cc1c2n(c3c1C(=O)CC(C3)(C)C)-c4ccc(c(c4)N[C@H]([C@@H](CN(CC2)C(=O)[C@H](C)N)C)C)C(=O)N	(5R,6S)-3-(L-alanyl)-5,6,15,15,18-pentamethyl-17-oxo-2,3,4,5,6,7,14,15,16,17-decahydro-1H-12,8-(metheno)[1,5,9]triazacyclotetradecino[1,2-a]indole-9-carboxamide	
KEPLBUUTAQCZOE-AWEZNQCLSA-N	CCc1c(c(nc(n1)N)N)C#C[C@H](C)c2cc(cc(c2)OC)c3ccncc3	6-ethyl-5-{(3R)-3-[3-methoxy-5-(pyridin-4-yl)phenyl]but-1-yn-1-yl}pyrimidine-2,4-diamine	
DNZHKQMESCYJCG-AWEZNQCLSA-N	CCc1c(c(nc(n1)N)N)C#C[C@H](C)c2cc(cc(c2)OC)N3CCOCC3	6-ethyl-5-{(3R)-3-[3-methoxy-5-(morpholin-4-yl)phenyl]but-1-yn-1-yl}pyrimidine-2,4-diamine	
KEPLBUUTAQCZOE-CQSZACIVSA-N	CCc1c(c(nc(n1)N)N)C#C[C@@H](C)c2cc(cc(c2)OC)c3ccncc3	6-ethyl-5-{(3S)-3-[3-methoxy-5-(pyridin-4-yl)phenyl]but-1-yn-1-yl}pyrimidine-2,4-diamine	
HTIQEAQVCYTUBX-QGZVFWFLSA-N	CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN	Amlodipine	O3-ethyl O5-methyl 2-(2-azanylethoxymethyl)-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate
CGDCHWZCEONCMK-UHFFFAOYSA-N	c1ccc(cc1)C(=O)c2c(nc(s2)Nc3cccc(c3)F)N	{4-amino-2-[(3-fluorophenyl)amino]-1,3-thiazol-5-yl}(phenyl)methanone	
SWTRIZHCIUWGAU-UHFFFAOYSA-N	Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4cc(ccc4OC)N5CCN(CC5)C	8-{[2-methoxy-5-(4-methylpiperazin-1-yl)phenyl]amino}-1-methyl-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxamide	
GHJJBEKMPCOSRH-LRHLLKFHSA-N	CCCCCCC[C@H]1N(C(=O)[C@@H](S1)CC(=O)N(Cc2ccccc2)Cc3ccccc3)CCCCc4ccc(cc4)C(=O)O	(+/-)(2S,5S)-3-(4-(4-CARBOXYPHENYL)BUTYL)-2-HEPTYL-4-OXO-5-THIAZOLIDINE	THIAZOLIDINONE; GW0072
GWWTUJWRRCTCSI-AOCUTKQBSA-N	COC(=O)c1ccc(cc1)[C@@](C\C=C\c2ccccc2)(Cc3ccc(cc3)C(F)(F)P(=O)(O)O)n4c5ccccc5nn4	(4-{(2S,4E)-2-(1H-1,2,3-BENZOTRIAZOL-1-YL)-2-[4-(METHOXYCARBONYL)PHENYL]-5-PHENYLPENT-4-ENYL}PHENYL)(DIFLUORO)METHYLPHOSPHONIC ACID	
UDNIFTKCMDIXFC-ABHRYQDASA-N	CCCNC(=O)[C@H](CC(=O)N[C@@H]([C@@H](C)CC)C(=O)N1CCC[C@H]1C(=O)O)O	[PROPYLAMINO-3-HYDROXY-BUTAN-1,4-DIONYL]-ISOLEUCYL-PROLINE	CA-074; [N-(L-3-TRANS-PROPYLCARBAMOYL-OXIRANE-2-CARBONYL)-L-ISOLEUCYL-L-PROLINE]
GNSJNHNIJIEWNZ-SHJYOGRKSA-N	CC1([C@H](N(CS1)C(=O)[C@H]([C@H](Cc2ccccc2)NC(=O)[C@H](CS(=O)(=O)C)NC(=O)COc3cccc4c3ccnc4)O)C(=O)N[C@H]5c6ccccc6C[C@H]5O)C	(4R)-N-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-3-[(2S,3S)-2-hydroxy-3-({N-[(isoquinolin-5-yloxy)acetyl]-3-(methylsulfonyl)-L-alanyl}amino)-4-phenylbutanoyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxamide	KNI-10075
ZYLARFCKPNSSDA-OUFDATPMSA-N	CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H]([C@@H]2[C@H](O2)Cc3ccccc3)O)NC(=O)COc4ccccc4	(S)-N-((1R,2S)-1-((2R,3R)-3-benzyloxiran-2-yl)-1-hydroxy-3-phenylpropan-2-yl)-3-methyl-2-(2-phenoxyacetamido)butanamide	
ILGSIIFHQGOKKV-INIZCTEOSA-N	c1ccc(cc1)c2ccc(cc2)CC[C@@H](CC(=O)O)O	(3S)-5-biphenyl-4-yl-3-hydroxypentanoic acid	
ASWZRLFSSZUWDR-UZMSACSVSA-N	CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H]([C@@H]([C@@H](Cc2ccccc2)O)N)O)NC(=O)COc3ccccc3	(S)-N-((2S,3S,4R,5R)-4-amino-3,5-dihydroxy-1,6-diphenylhexan-2-yl)-3-methyl-2-(2-phenoxyacetamido)butanamide	
ICVNZKRWDVXSLF-XAMCCFCMSA-N	COC(=O)[C@H]1C[C@@H]([C@H](C[C@@H]1C(=O)OC)O)O	dimethyl (1S,2S,4S,5S)-4,5-dihydroxycyclohexane-1,2-dicarboxylate	
SKZKZBKXJCIIQD-UHFFFAOYSA-O	CC(C)(C)NC(=O)[C+](c1c2ccc(cc2[nH]c1C(=O)O)Cl)N(Cc3ccc(c(c3)F)F)C=O	2-(tert-butylamino)-1-(2-carboxy-6-chloro-1H-indol-3-yl)-1-[(3,4-difluorobenzyl)(formyl)amino]-2-oxoethylium	
WZSVVCINTGQIRF-UHFFFAOYSA-N	c1ccc2c(c1)C=C(CO2)CN3CCN(CC3)C(=O)c4cccc(c4)c5ccn[nH]5	[4-(2H-chromen-3-ylmethyl)piperazin-1-yl]-[3-(1H-pyrazol-5-yl)phenyl]methanone	
QADPYRIHXKWUSV-UHFFFAOYSA-N	CCN1CCN(CC1)c2ccc(cc2)Nc3cc(ncn3)N(C)C(=O)Nc4c(c(cc(c4Cl)OC)OC)Cl	3-(2,6-dichloro-3,5-dimethoxyphenyl)-1-(6-{[4-(4-ethylpiperazin-1-yl)phenyl]amino}pyrimidin-4-yl)-1-methylurea	BGJ398
TVZPXEZTWRAIID-UHFFFAOYSA-N	Cc1cccc2c1nccc2N	8-methylquinolin-4-amine	
ORHBXUUXSCNDEV-UHFFFAOYSA-N	c1cc2c(cc1O)OC(=O)C=C2	7-hydroxy-2H-chromen-2-one	7-hydroxycoumarin
RMZOHPFYZBRDJW-UHFFFAOYSA-N	c1cc(c(nc1)C#N)CSc2c3c(c(c(n2)O)C#N)CCOC3	8-{[(2-cyanopyridin-3-yl)methyl]sulfanyl}-6-hydroxy-3,4-dihydro-1H-pyrano[3,4-c]pyridine-5-carbonitrile	
BGDGHNSKANYMHF-JGVFFNPUSA-N	Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)O)Cl)Cl	2-[(3S,4R)-4-{[(3,4-dichloro-5-methyl-1H-pyrrol-2-yl)carbonyl]amino}-3-fluoropiperidin-1-yl]-1,3-thiazole-5-carboxylic acid	
BCHXWZQXEKOXKQ-IYKQKVLOSA-N	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)[C@@H](CCCCCCC[C@@H]2C[C@H]2CCCCCCCCCC)O	N-[(2S,3R)-10-[(1R,2R)-2-decylcyclopropyl]-1-(alpha-D-galactopyranosyloxy)-3-hydroxydecan-2-yl]hexacosanamide	SMC124
PZUHTMLHMMXBQW-GFCCVEGCSA-N	C[C@H](c1cccc(c1)OC)NC(=O)Nc2nc(cs2)c3ccncc3	1-[(1R)-1-(3-methoxyphenyl)ethyl]-3-(4-pyridin-4-yl-1,3-thiazol-2-yl)urea	
GDVRVPIXWXOKQO-UHFFFAOYSA-N	c1cc(cc(c1)O)CNC(=O)Nc2nc(cs2)c3ccncc3	1-[(3-hydroxyphenyl)methyl]-3-(4-pyridin-4-yl-1,3-thiazol-2-yl)urea	
QCBHCZCWZWNPGE-UHFFFAOYSA-N	c1cc(cnc1)c2cnc(s2)Nc3cc(ccn3)N4CCN(CC4)CC(=O)N5CCOCC5	1-(morpholin-4-yl)-2-[4-(2-{[5-(pyridin-3-yl)-1,3-thiazol-2-yl]amino}pyridin-4-yl)piperazin-1-yl]ethanone	
ZWKJWVSEDISQIS-RUZDIDTESA-N	Cn1c2cc(sc2c3c1C(=O)N(N=C3)Cc4cccc(c4)N)[S@](=O)C	6-(3-aminobenzyl)-4-methyl-2-methylsulfinyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one	
WNDOFCPEDZYDPL-UHFFFAOYSA-N	CC(C)(CNc1c2ccncc2cc(n1)c3ccncc3)N	2-methyl-N~1~-[3-(pyridin-4-yl)-2,6-naphthyridin-1-yl]propane-1,2-diamine	
ULDHMXUKGWMISQ-SECBINFHSA-N	CC1=CC[C@H](CC1=O)C(=C)C	(5R)-2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one	R-carvone
GCUAWHJDWUEGRV-UHFFFAOYSA-N	c1cc(cnc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)C(=O)O)N	4-{[4-amino-5-(pyridin-3-ylcarbonyl)-1,3-thiazol-2-yl]amino}benzoic acid	
FOYKYLQAKICGEN-AREMUKBSSA-N	C[C@]1(C(=O)NC(=O)O1)c2cccc(c2)CN3c4ccccc4N(C3=O)c5c6ccc(cc6on5)OC	(5R)-5-(3-{[3-(6-methoxy-1,2-benzoxazol-3-yl)-2-oxo-2,3-dihydro-1H-benzimidazol-1-yl]methyl}phenyl)-5-methyl-1,3-oxazolidine-2,4-dione	
YKSJLEVXPOMXPZ-UHFFFAOYSA-N	Cc1cc(nc(n1)/C(=N/c2c3ccccc3cc(n2)c4ccccn4)/N)C	4,6-dimethyl-N'-(3-pyridin-2-ylisoquinolin-1-yl)pyrimidine-2-carboximidamide	
QICPQLFMWYQJGX-SFHVURJKSA-N	C[C@@H](c1ccccc1)Nc2nccc(n2)c3c(nc(n3C)C4CCNCC4)c5cccc(c5)C(F)(F)F	4-[5-[2-(1-PHENYL-ETHYLAMINO)-PYRIMIDIN-4-YL]-1-METHYL-4-(3-TRIFLUOROMETHYLPHENYL)-1H-IMIDAZOL-2-YL]-PIPERIDINE	
FHYUGAJXYORMHI-UHFFFAOYSA-N	c1ccnc(c1)c2c([nH]c(n2)c3ccc(cc3)C(=O)N)c4ccc5c(c4)OCO5	4-[5-(1,3-benzodioxol-5-yl)-4-(pyridin-2-yl)-1H-imidazol-2-yl]benzamide	SB431542
DDZQOAWVENUEIU-UHFFFAOYSA-N	Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(cc(n3)Cl)C(=O)N)Cl)Cl	2-chloro-6-(4-{[(3,4-dichloro-5-methyl-1H-pyrrol-2-yl)carbonyl]amino}piperidin-1-yl)pyridine-4-carboxamide	
FCSGTZIUJUNGAC-UHFFFAOYSA-N	CC(C)c1c(c(no1)c2c(cccc2Cl)Cl)COc3ccc4c(c3)ccn4Cc5cccc(c5)C(=O)O	3-[(5-{[3-(2,6-dichlorophenyl)-5-(1-methylethyl)isoxazol-4-yl]methoxy}-1H-indol-1-yl)methyl]benzoic acid	
AUXATGQLTJKTRN-UHFFFAOYSA-N	Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3c(cccn3)[N+](=O)[O-])Br	4-bromo-5-methyl-N-[1-(3-nitropyridin-2-yl)piperidin-4-yl]-1H-pyrrole-2-carboxamide	
HETSSARHFAGODR-UHFFFAOYSA-N	COc1ccc(cc1)C2=Nc3ccccc3C(=O)N2	2-(4-methoxyphenyl)-3,4-dihydroquinazolin-4-one	
JLKIGFTWXXRPMT-UHFFFAOYSA-N	Cc1cc(no1)NS(=O)(=O)c2ccc(cc2)N	Sulfamethoxazole	4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide, SMX, SMZ
XPHRQEMVNFKEIN-UHFFFAOYSA-N	c1cc2c(cc1Cl)c(c(n2Cc3ccnc(c3)N)C(=O)O)C4=CC=CNC4=O	1-[(2-aminopyridin-4-yl)methyl]-5-chloro-3-(2-oxo-1,2-dihydropyridin-3-yl)-1H-indole-2-carboxylic acid	
CDTLONANIBXQJQ-UHFFFAOYSA-N	CS(=O)(=O)Nc1cccc(c1)S(=O)(=O)NC(=O)c2c(c3cc(ccc3n2Cc4ccnc(c4)N)Cl)C5=CC=CNC5=O	1-[(2-aminopyridin-4-yl)methyl]-5-chloro-N-({3-[(methylsulfonyl)amino]phenyl}sulfonyl)-3-(2-oxo-1,2-dihydropyridin-3-yl)-1H-indole-2-carboxamide	
VREFGVBLTWBCJP-UHFFFAOYSA-N	Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4)Cl	8-chloro-1-methyl-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine	ALPRAZOLAM
DDLIGBOFAVUZHB-UHFFFAOYSA-N	Cc1ncc2n1-c3ccc(cc3C(=NC2)c4ccccc4F)Cl	8-chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepine	Midazolam
UYIVCPRWMLOCSB-UHFFFAOYSA-N	Cc1nnc2n1-c3ccc(cc3C(=NN2C)c4ccccc4)Cl	8-chloro-1,4-dimethyl-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,3,4]benzotriazepine	
JOFZGZRXVKSFKN-UWTATZPHSA-N	C([C@H](C(=O)O)NC(=O)C(=O)O)S	N-(carboxycarbonyl)-D-cysteine	N-oxalyl-D-cysteine
CNZPKQOAIMARQF-FXAWDEMLSA-N	Cc1cc(nc(c1)N)C[C@H]2CNC[C@H]2OCCNCc3ccccc3OC	6-{[(3S,4S)-4-{2-[(2-methoxybenzyl)amino]ethoxy}pyrrolidin-3-yl]methyl}-4-methylpyridin-2-amine	
XDXFUKUYVISSEI-UHFFFAOYSA-N	CC(C)c1nnc(s1)NS(=O)(=O)c2ccc(cc2)CCNC(=O)c3c(c4ccc(cc4s3)F)Cl	3-CHLORO-6-FLUORO-N-[2-[4-[(5-PROPAN-2-YL-1,3,4-THIADIAZOL-2-YL)SULFAMOYL]PHENYL]ETHYL]-1-BENZOTHIOPHENE-2-CARBOXAMIDE	
WOGYHYSOODLXII-KWIZKVQNSA-J	[Be](OP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O)(F)(F)F	[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]oxy-oxidanyl-phosphoryl]oxy-tris(fluoranyl)beryllium	
HFRCANFHOYZAQE-UHFFFAOYSA-N	CNC(=O)c1cn(cn1)c2cc3c(cc2C(F)(F)F)NC(=O)N(C3=O)NS(=O)(=O)C	N-methyl-1-{3-[(methylsulfonyl)amino]-2,4-dioxo-7-(trifluoromethyl)-1,2,3,4-tetrahydroquinazolin-6-yl}-1H-imidazole-4-carboxamide	
OZVBMTJYIDMWIL-AYFBDAFISA-N	CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5Cc6c7c(cccc7[nH]c6Br)C5=C4)C)O	bromoergocryptine	bromocriptine
LWEUMOYBSFDLPX-UHFFFAOYSA-N	c1cc(cnc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)C(=O)N)N	4-{[4-amino-5-(pyridin-3-ylcarbonyl)-1,3-thiazol-2-yl]amino}benzamide	
GLZPAFCYKOIQQZ-UHFFFAOYSA-O	COc1ccc2c(c1OC)nc([n+]3c2[nH]cc3)NC(=O)c4cccnc4	N-(2,3-DIHYDRO-7,8-DIMETHOXYIMIDAZO[1,2-C] QUINAZOLIN-5-YL)NICOTINAMIDE	N-(7,8-DIMETHOXY-1,8-DIHYDROIMIDAZO[1,2-C]QUINAZOLIN-5-YL)NICOTINAMIDE, PIK-90
FQSHLSLQUHZOMV-LLVKDONJSA-N	c1ccc2c(c1)[C@]3(CCNC3)C(=O)N2	(3S)-spiro[indole-3,3'-pyrrolidin]-2(1H)-one	
WBRZAMFFUKWSQR-ZWNOBZJWSA-N	COC(=O)[C@H]1C[C@@]2(CN1)c3ccccc3NC2=O	methyl (3S,5'R)-2-oxo-1,2-dihydrospiro[indole-3,3'-pyrrolidine]-5'-carboxylate	
JFVNFXCESCXMBC-UHFFFAOYSA-N	CC1=C(SC(=NC(=O)C)N1)c2ccc(c(c2)S(=O)(=O)NCCO)Cl	N-(5-(4-CHLORO-3-(2-HYDROXY-ETHYLSULFAMOYL)- PHENYLTHIAZOLE-2-YL)-ACETAMIDE	PIK-93; N-[(2Z)-5-(4-CHLORO-3-{[(2-HYDROXYETHYL)AMINO]SULFONYL}PHENYL)-4-METHYL-1,3-THIAZOL-2(3H)-YLIDENE]ACETAMIDE
PZUXNWPJBLCJKB-UHFFFAOYSA-N	c1cc(c(c(c1)Cl)N2c3cc(c(nc3CNC2=O)Sc4ccc(cc4F)F)C5=CCNCC5)Cl	1-(2,6-DICHLOROPHENYL)-6-[(2,4-DIFLUOROPHENYL)SULFANYL]-7-(1,2,3,6-TETRAHYDRO-4-PYRIDINYL)-3,4-DIHYDROPYRIDO[3,2-D]PYRIMIDIN-2(1H)-ONE	
HIOAPSYSJQPIRC-RHSMWYFYSA-N	c1ccc2c(c1)[C@]3(C[C@@H](NC3)C(=O)OC4CCOCC4)C(=O)N2	tetrahydro-2H-pyran-4-yl (3S,5'R)-2-oxo-1,2-dihydrospiro[indole-3,3'-pyrrolidine]-5'-carboxylate	
XIVRJFPRMXOMLE-HSZRJFAPSA-N	CN1CCN(CC1)CCCc2cc(c(cc2[C@@H]3N(C(=O)CS3)c4cccnc4)OC)O	(2R)-2-{4-hydroxy-5-methoxy-2-[3-(4-methylpiperazin-1-yl)propyl]phenyl}-3-pyridin-3-yl-1,3-thiazolidin-4-one	
